product_id,dist_center_id,currency,base_price,suggested_markup,amount_for_price,updated_cost,last_month_base_price,last_month_fob_net,product_anayst,lead_time,min_order_quantity,source_adjustment,competition_adjustment,commentary,on_demand,frac_emb
1090,4,usd,2422.819998,0.05,1000,FALSE,2438.095238,2560,MARCELA,70,0,,,Material com cota - seguir pol??tica,REGULAR,FALSE
1094,4,usd,2421.847912,0.05,1000,TRUE,2438.120292,2560.026307,MARCELA,70,0,,,Material com cota - seguir pol??tica,REGULAR,FALSE
1089,2,usd,2428.007889,0.05,1000,FALSE,2429.138558,2550.595486,MARCELA,70,0,,,Material com cota - seguir pol??tica,REGULAR,FALSE
3425,8,usd,1501.638134,0.01,1000,FALSE,1511.202708,1526.314735,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
3423,8,usd,1308.314607,0.1,1000,TRUE,1313.322843,1484.054813,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
3424,8,usd,1309.552474,0.1,1000,TRUE,1313,1483.69,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
3423,4,usd,1385.244433,0,1000,FALSE,1386.188103,1386.188103,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4061,8,usd,1477.466463,0.08,1000,TRUE,1421.703691,1521.22295,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4060,8,usd,1477.466463,0.07,1000,TRUE,1421.703691,1521.22295,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4064,8,usd,1630.843166,0.1,1000,TRUE,1575.673943,1733.241337,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4065,8,usd,1885.321944,0.1,1000,TRUE,1831.773605,2014.950966,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4066,8,usd,1648.41119,0.1,1000,TRUE,1593.353866,1752.689252,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4063,8,usd,1630.843166,0.1,1000,TRUE,1575.673943,1733.241337,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4062,8,usd,1648.41119,0.1,1000,TRUE,1593.353866,1752.689252,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4058,8,usd,1885.321944,0.1,1000,TRUE,1831.773605,2014.950966,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4061,4,usd,1415.554288,0.13,1000,TRUE,1327.358093,1499.914645,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4060,4,usd,1415.554288,0.13,1000,TRUE,1327.358093,1499.914645,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4064,4,usd,1568.566802,0.15,1000,TRUE,1480.77337,1702.889376,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4063,4,usd,1568.566802,0.15,1000,TRUE,1480.77337,1702.889376,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4062,4,usd,1586.134826,0.15,1000,TRUE,1498.453293,1723.221287,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4061,3,usd,1511.101296,0.15,1000,TRUE,1455.275336,1673.566636,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4063,3,usd,1721.352666,0.15,1000,TRUE,1666.926986,1916.966034,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4064,1,usd,1721.15365,0.15,1000,TRUE,1668.405152,1918.665925,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4063,1,usd,1721.15365,0.15,1000,TRUE,1668.405152,1918.665925,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4063,2,usd,1725.113845,0.15,1000,TRUE,1672.39788,1923.257563,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4064,2,usd,1725.113845,0.15,1000,TRUE,1672.39788,1923.257563,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4138,8,usd,1840.212158,0.191477128,1000,TRUE,1737.168164,1997.743389,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,FALSE
4140,8,usd,2015.03545,0.2,1000,TRUE,1912.429892,2294.915871,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,TRUE
4143,8,usd,1997.278511,0.2,1000,TRUE,1894.559852,2273.471822,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,TRUE
4138,4,usd,1902.902998,0.2,1000,TRUE,1799.854737,2069.832948,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,FALSE
4140,4,usd,2088.977954,0.2,1000,TRUE,1987.078719,2285.140527,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,TRUE
4143,4,usd,2310.926081,0.2,1000,TRUE,2325.645356,2325.645356,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,TRUE
4143,3,usd,2088.760558,0.2,1000,TRUE,1986.915766,2384.298919,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,TRUE
4143,1,usd,2079.558083,0.2,1000,TRUE,1980.609985,2376.731982,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,TRUE
4139,8,usd,1840.212158,0.191477128,1000,TRUE,1737.168164,1997.743389,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,FALSE
4141,8,usd,2015.03545,0.2,1000,TRUE,1912.429892,2294.915871,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,TRUE
4144,8,usd,1997.278511,0.2,1000,TRUE,1894.559852,2273.471822,MARCELA,0,0,,,Material com cota - seguir pol??tica,REGULAR,TRUE
4229,8,brl,4445.930916,0.03,1000,TRUE,4053.551948,4256.229546,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4233,8,brl,5068.549624,0.05,1000,TRUE,4559.814033,4924.599156,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4233,4,brl,5403.593145,0.05,1000,TRUE,5416.848761,5850.196662,MARCELA,0,0,,,Seguir pol??tica,REGULAR,TRUE
4236,9,brl,3187.449346,0.08,1000,TRUE,3340.253235,3607.473494,MARCELA,0,,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4235,9,brl,3187.449346,0.08,1000,TRUE,3340.253235,3607.473494,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4239,9,brl,3187.449346,0.08,1000,TRUE,3340.253235,3607.473494,MARCELA,0,,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4238,9,brl,3187.449346,0.08,1000,TRUE,3340.253235,3607.473494,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4263,9,brl,2871.857329,0.08,1000,TRUE,3009.947604,3250.743412,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4264,9,brl,2585.897885,0.05,1000,TRUE,3009.947604,3160.444984,MARCELA,0,,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4241,9,brl,2871.857329,0.08,1000,TRUE,3009.947604,3250.743412,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4243,9,brl,2871.857329,0.08,1000,TRUE,3009.947604,3250.743412,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4245,9,brl,3009.947604,0.04,1000,TRUE,3009.947604,3250.743412,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4246,9,brl,3009.947604,0.04,1000,TRUE,3009.947604,3250.743412,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4248,9,brl,2871.857329,0.08,1000,TRUE,3009.947604,3250.743412,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4249,9,brl,2871.857329,0.08,1000,TRUE,3009.947604,3250.743412,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4266,9,brl,2696.127226,0.031850416,1000,TRUE,2696.127226,2911.817404,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4267,9,brl,2696.127226,0.031850416,1000,TRUE,2696.127226,2911.817404,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4251,9,brl,2696.127226,0.032,1000,TRUE,2696.127226,2911.817404,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4252,9,brl,2696.127226,0.032,1000,TRUE,2696.127226,2911.817404,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4255,9,brl,2696.127226,0.032,1000,TRUE,2696.127226,2911.817404,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4256,9,brl,2576.203761,0.08,1000,TRUE,2696.127226,2911.817404,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
4258,9,brl,2576.203761,0.08,1000,TRUE,2696.127226,2911.817404,MARCELA,0,0,,,Seguir pol??tica,CONTRA PEDIDO,FALSE
4260,9,brl,2576.203761,0.08,1000,TRUE,2696.127226,2911.817404,MARCELA,0,0,,,Seguir pol??tica,REGULAR,FALSE
