SKU,Nome Produto,Unidade,IPI,Peso Especifico,Resolu??o 13,Origem,NCM
71450026-1,Produto 3089,lt,0.1,0.8421,FALSE,0,3814.00.90
71450026-10,Produto 3090,kg,0.1,0.8421,FALSE,0,3814.00.00
71450026-301,Produto 3091,kg,0.1,0.8421,FALSE,0,3814.00.00
71450026-482,Produto 3092,lt,0.1,0.8421,FALSE,0,3814.00.90
71450036-1,Produto 3093,kg,0.1,0.864,FALSE,0,3814.00.90
71450036-200,Produto 3094,kg,0.1,0.864,FALSE,5,3814.00.90
71450036-10,Produto 3095,kg,0.1,0.864,FALSE,5,3814.00.90
71450036-301,Produto 3096,kg,0.1,0.864,FALSE,5,3814.00.90
71450036-482,Produto 3097,lt,0.1,0.864,FALSE,5,3814.00.90
71450007-1,Produto 3098,lt,0.08,0.856,FALSE,5,3811.19.00
71450007-10,Produto 3099,kg,0.08,0.856,FALSE,5,3811.19.00
71450007-301,Produto 3100,kg,0.08,0.856,FALSE,5,3811.19.00
71450007-482,Produto 3101,lt,0.08,0.856,FALSE,5,3811.19.00
71450056-1,Produto 3102,lt,0.1,0.8737,FALSE,5,3814.00.90
71450056-200,Produto 3103,kg,0.1,0.8737,FALSE,5,3814.00.90
71450056-482,Produto 3104,kg,0.1,0.8737,FALSE,5,3814.00.90
71450003-1,Produto 3105,lt,0.1,0.8654,FALSE,0,3814.00.00
71450003-10,Produto 3106,kg,0.1,0.8654,FALSE,0,3814.00.00
71450003-301,Produto 3107,kg,0.1,0.8654,FALSE,0,3814.00.00
71450003-482,Produto 3108,lt,0.1,0.8654,FALSE,0,3814.00.00
71450047-1,Produto 3109,lt,0.1,0.8548,FALSE,0,3814.00.00
71450047-482,Produto 3110,lt,0.1,0.8548,FALSE,0,3814.00.00
71450049-1,Produto 3111,kg,0.1,0.852,FALSE,0,3814.00.00
71450049-482,Produto 3112,kg,0.1,0.852,FALSE,0,3814.00.00
71107004-1,Produto 3113,kg,0.1,0.901550667,FALSE,0,3814.00.00
71107004-482,Produto 3114,kg,0.1,0.901550667,FALSE,0,3814.00.00
71107004-476,Produto 3115,kg,0.1,0.901550667,FALSE,0,3814.00.00
71480010-1,Produto 3116,kg,0.1,0.930059524,FALSE,0,3814.00.90
71480010-482,Produto 3117,kg,0.1,0.930059524,FALSE,0,3814.00.90
71450046-1,Produto 3118,kg,0.1,0.8105,FALSE,5,3814.00.90
71450046-200,Produto 3119,kg,0.1,0.8105,FALSE,5,3814.00.90
71450046-482,Produto 3120,lt,0.1,0.8105,FALSE,5,3814.00.90
71450050-40,Produto 3121,kg,0.1,0.824,FALSE,5,3814.00.90
71450050-1,Produto 3122,kg,0.1,0.824,FALSE,5,3814.00.90
71450050-200,Produto 3123,lt,0.1,0.824,FALSE,5,3814.00.90
71450050-482,Produto 3124,lt,0.1,0.824,FALSE,5,3814.00.90
71450051-1,Produto 3125,kg,0.1,0.82,FALSE,5,3814.00.90
71450051-200,Produto 3126,lt,0.1,0.82,FALSE,5,3814.00.90
71450051-482,Produto 3127,lt,0.1,0.82,FALSE,5,3814.00.90
71450053-1,Produto 3128,lt,0.1,0.8253,FALSE,5,3814.00.90
71450053-200,Produto 3129,lt,0.1,0.8253,FALSE,5,3814.00.90
71450053-482,Produto 3130,kg,0.1,0.8253,FALSE,5,3814.00.90
71450054-339,Produto 3131,kg,0.1,0.8128,FALSE,0,3814.00.90
71450054-1,Produto 3132,lt,0.1,0.8128,FALSE,0,3814.00.90
71450054-200,Produto 3133,lt,0.1,0.8128,FALSE,0,3814.00.90
71450054-482,Produto 3134,lt,0.1,0.8128,FALSE,0,3814.00.90
71450055-1,Produto 3135,lt,0.1,0.82,FALSE,5,3814.00.90
71450055-482,Produto 3136,lt,0.1,0.82,FALSE,5,3814.00.90
71450068-1,Produto 3137,lt,0.1,0.81,FALSE,5,3814.00.90
71450068-200,Produto 3138,lt,0.1,0.81,FALSE,5,3814.00.90
71450068-482,Produto 3139,lt,0.1,0.81,FALSE,5,3814.00.90
71450070-1,Produto 3140,lt,0.1,0.81,FALSE,0,3814.00.90
71450070-482,Produto 3141,lt,0.1,0.81,FALSE,0,3814.00.90
71450016-40,Produto 3142,lt,0.1,0.834,FALSE,5,3814.00.90
71450016-1,Produto 3143,lt,0.1,0.834,FALSE,5,3814.00.90
71450016-200,Produto 3144,kg,0.1,0.834,FALSE,5,3814.00.90
71450016-10,Produto 3145,kg,0.1,0.834,FALSE,5,3814.00.90
71450016-301,Produto 3146,kg,0.1,0.834,FALSE,5,3814.00.90
71450016-482,Produto 3147,lt,0.1,0.834,FALSE,5,3814.00.90
71450071-1,Produto 3148,lt,0.1,0.81,FALSE,0,3814.00.90
71450072-1,Produto 3149,lt,0.1,0.81,FALSE,0,3814.00.90
71450076-1,Produto 3150,lt,0.1,0.788,FALSE,5,3814.00.90
71450076-200,Produto 3151,lt,0.1,0.788,FALSE,5,3814.00.90
71450076-482,Produto 3152,lt,0.1,0.788,FALSE,5,3814.00.90
71450078-1,Produto 3153,lt,0.1,0.812,FALSE,5,3814.00.90
71450078-482,Produto 3154,lt,0.1,0.812,FALSE,5,3814.00.90
71450079-1,Produto 3155,lt,0.1,0.808,FALSE,5,3814.00.90
71450079-482,Produto 3156,lt,0.1,0.808,FALSE,5,3814.00.90
71450080-1,Produto 3157,lt,0.1,0.832,FALSE,5,3814.00.90
71107005-1,Produto 3158,kg,0.1,0.89206066,FALSE,0,3814.00.90
71107005-482,Produto 3159,kg,0.1,0.89206066,FALSE,0,3814.00.90
71450080-482,Produto 3160,lt,0.1,0.832,FALSE,5,3814.00.90
71107005-476,Produto 3161,kg,0.1,0.89206066,FALSE,0,3814.00.00
71450081-1,Produto 3162,lt,0.1,0.81,FALSE,5,3814.00.90
71450081-482,Produto 3163,lt,0.1,0.81,FALSE,5,3814.00.90
71450082-1,Produto 3164,lt,0.1,0.815,FALSE,5,3814.00.90
71450082-482,Produto 3165,lt,0.1,0.815,FALSE,5,3814.00.90
71450083-1,Produto 3166,lt,0.1,0.868,FALSE,5,3814.00.90
71450083-482,Produto 3167,lt,0.1,0.868,FALSE,5,3814.00.90
71450089-1,Produto 3168,lt,0.1,0.81,FALSE,5,3814.00.90
71450089-482,Produto 3169,lt,0.1,0.827,FALSE,5,3814.00.90
71450090-1,Produto 3170,lt,0.1,0.816,FALSE,5,3814.00.90
71450090-482,Produto 3171,lt,0.1,0.816,FALSE,5,3814.00.90
71450091-1,Produto 3172,lt,0.1,0.816,FALSE,5,3814.00.90
71450091-482,Produto 3173,lt,0.1,0.816,FALSE,5,3814.00.90
71450106-1,Produto 3174,lt,0.1,0.7892,FALSE,5,3814.00.90
71450106-482,Produto 3175,lt,0.1,0.7892,FALSE,5,3814.00.90
71450107-1,Produto 3176,lt,0.1,0.79,FALSE,5,3814.00.90
71450107-482,Produto 3177,lt,0.1,0.79,FALSE,5,3814.00.90
71450111-1,Produto 3178,lt,0.1,0.798,FALSE,5,3814.00.90
71450111-482,Produto 3179,lt,0.1,0.798,FALSE,5,3814.00.90
71450027-1,Produto 3180,lt,0.1,0.81,FALSE,0,3814.00.90
71450027-200,Produto 3181,kg,0.1,0.81,FALSE,0,3814.00.00
71450027-10,Produto 3182,kg,0.1,0.81,FALSE,0,3814.00.00
71450027-301,Produto 3183,kg,0.1,0.81,FALSE,0,3814.00.00
71450027-482,Produto 3184,lt,0.1,0.81,FALSE,0,3814.00.90
71450112-1,Produto 3185,lt,0.1,0.7927,FALSE,5,3814.00.90
71450112-482,Produto 3186,lt,0.1,0.7927,FALSE,5,3814.00.90
71450113-1,Produto 3187,lt,0.1,0.8486,FALSE,5,3814.00.90
71450113-482,Produto 3188,lt,0.1,0.8486,FALSE,5,3814.00.90
71450130-1,Produto 3189,lt,0.1,0.834,FALSE,0,3814.00.90
71450130-482,Produto 3190,lt,0.1,0.834,FALSE,0,3814.00.90
71450119-1,Produto 3191,lt,0.1,0.876,FALSE,5,3814.00.90
71450119-482,Produto 3192,lt,0.1,0.876,FALSE,5,3814.00.90
71450118-1,Produto 3193,lt,0.1,0.827,FALSE,5,3814.00.90
71450118-482,Produto 3194,lt,0.1,0.827,FALSE,5,3814.00.90
71107013-1,Produto 3195,kg,0.1,0.8203,FALSE,0,3814.00.90
71107013-482,Produto 3196,kg,0.1,0.820344544,FALSE,0,3814.00.90
71450121-1,Produto 3197,lt,0.1,0.807,FALSE,0,3814.00.90
71450121-482,Produto 3198,lt,0.1,0.807,FALSE,0,3814.00.90
71480002-1,Produto 3199,kg,0.1,0.949667616,FALSE,0,3814.00.00
71480002-10,Produto 3200,kg,0.1,0.949667616,FALSE,0,3814.00.00
71480002-482,Produto 3201,kg,0.1,0.949667616,FALSE,0,3814.00.00
71450022-40,Produto 3202,kg,0.1,0.822436056,FALSE,0,3814.00.90
71450022-1,Produto 3203,kg,0.1,0.822436056,FALSE,0,3814.00.00
71450022-200,Produto 3204,kg,0.1,0.822436056,FALSE,0,3814.00.00
71450022-10,Produto 3205,kg,0.1,0.822436056,FALSE,0,3814.00.00
71450022-482,Produto 3206,kg,0.1,0.822436056,FALSE,0,3814.00.00
71480003-1,Produto 3207,kg,0.1,0.824062629,FALSE,0,3814.00.00
71480003-200,Produto 3208,kg,0.1,0.824062629,FALSE,0,3814.00.00
71480003-10,Produto 3209,kg,0.1,0.824062629,FALSE,0,3814.00.00
71480003-482,Produto 3210,kg,0.1,0.824062629,FALSE,0,3814.00.00
71480004-1,Produto 3211,kg,0,0.810964236,FALSE,0,2905.13.00
71480004-10,Produto 3212,kg,0,0.810964236,FALSE,0,2905.13.00
71480004-301,Produto 3213,kg,0,0.810964236,FALSE,0,2905.13.00
71480004-482,Produto 3214,kg,0,0.810964236,FALSE,0,2905.13.00
71107003-1,Produto 3215,kg,0.1,0.851353652,FALSE,0,3814.00.90
71107003-482,Produto 3216,kg,0.1,0.85499316,FALSE,0,3814.00.00
71107003-476,Produto 3217,kg,0.1,0.851353652,FALSE,0,3814.00.00
71480005-1,Produto 3218,kg,0.1,0.874431619,FALSE,0,3814.00.00
71480005-301,Produto 3219,kg,0.1,0.874431619,FALSE,0,3814.00.00
71480005-482,Produto 3220,kg,0.1,0.874431619,FALSE,0,3814.00.90
71450059-1,Produto 3221,lt,0.1,0.828,FALSE,0,3814.00.90
71450059-482,Produto 3222,lt,0.1,0.828,FALSE,0,3814.00.90
71107007-1,Produto 3223,kg,0.1,0.891,FALSE,5,3814.00.90
71107007-482,Produto 3224,kg,0.1,0.891,TRUE,3,3814.00.90
71450058-1,Produto 3225,lt,0.1,0.833,FALSE,0,3814.00.90
71450058-482,Produto 3226,lt,0.1,0.833,FALSE,0,3814.00.90
35410004-1,Produto 3227,kg,0.08,0.88,TRUE,2,2710.19.93
35410004-10,Produto 3228,kg,0.08,0.88,TRUE,2,2710.19.93
35410004-519,Produto 3229,kg,0.08,0.88,TRUE,2,2710.19.93
35410004-482,Produto 3230,kg,0.08,0.88,TRUE,2,2710.19.93
62110379-623,Produto 3231,kg,0,1,FALSE,6,2933.29.99
62110379-316,Produto 3232,kg,0,1,FALSE,6,2933.29.99
62110379-628,Produto 3233,kg,0,1,FALSE,6,2933.29.99
62110379-622,Produto 3234,kg,0,1,FALSE,6,2933.29.99
62110379-627,Produto 3235,kg,0,1,FALSE,6,2933.29.99
62110379-625,Produto 3236,kg,0,1,FALSE,6,2933.29.99
62110379-626,Produto 3237,kg,0,1,FALSE,6,2933.29.99
62110379-629,Produto 3238,kg,0,1,FALSE,6,2933.29.99
62110379-740,Produto 3239,kg,0,1,FALSE,6,2933.29.99
62110379-624,Produto 3240,kg,0,1,FALSE,6,2933.29.99
62110379-322,Produto 3241,kg,0,1,FALSE,6,2933.29.99
62110379-633,Produto 3242,kg,0,1,FALSE,6,2933.29.99
62110379-552,Produto 3243,kg,0,1,FALSE,6,2933.29.99
62110379-621,Produto 3244,kg,0,1,FALSE,6,2933.29.99
66640032-93,Produto 3245,kg,0,1,TRUE,1,3206.49.90
66640030-499,Produto 3246,kg,0,1,TRUE,1,3206.49.90
66640030-351,Produto 3247,kg,0,1,TRUE,1,3206.49.90
66640030-79,Produto 3248,kg,0,1,TRUE,1,3206.49.90
54210003-1,Produto 3249,lt,0,0.7775,FALSE,0,2710.12.49
54210003-200,Produto 3250,kg,0,0.7775,FALSE,0,2710.12.49
54210003-10,Produto 3251,kg,0,0.7775,FALSE,0,2710.12.49
54210003-301,Produto 3252,kg,0,0.7775,FALSE,0,2710.12.49
54210003-482,Produto 3253,lt,0,0.7775,FALSE,0,2710.12.49
54210003-13,Produto 3254,kg,0,0.7775,FALSE,0,2710.12.49
54210003-476,Produto 3255,kg,0,0.7775,FALSE,0,2710.12.49
54010000-1,Produto 3256,kg,0,0.7775,FALSE,0,2710.12.49
79220000-174,Produto 3257,kg,0.05,1,FALSE,0,3402.90.19
79220000-52,Produto 3258,kg,0.05,1,FALSE,0,3402.90.19
79220000-1,Produto 3259,kg,0.05,1,FALSE,0,3402.90.19
79220001-174,Produto 3260,kg,0.05,1,FALSE,0,3402.90.19
79220001-52,Produto 3261,kg,0.05,1,FALSE,0,3402.90.19
79220001-1,Produto 3262,kg,0.05,1,FALSE,0,3402.90.19
73960004-1,Produto 3263,kg,0.1,1,FALSE,0,3824.90.89
73960008-201,Produto 3264,kg,0,1.06,TRUE,3,2915.21.00
73960008-52,Produto 3265,kg,0,1,FALSE,5,2915.21.00
73960008-1,Produto 3266,kg,0,1.06,TRUE,3,2915.21.00
73460005-1,Produto 3267,kg,0,1.06803375,FALSE,0,2915.21.00
73460005-201,Produto 3268,kg,0,1.06803375,FALSE,0,2915.21.00
73440005-1,Produto 3269,kg,0,0.938967136,TRUE,3,2915.21.00
73440005-200,Produto 3270,kg,0,0.938967136,TRUE,3,2915.21.00
71450030-1,Produto 3271,kg,0.1,0.900009,FALSE,0,3814.00.90
71450030-200,Produto 3272,kg,0.1,0.900009,FALSE,0,3814.00.90
71450030-201,Produto 3273,kg,0.1,0.900009,FALSE,0,3814.00.90
71450030-509,Produto 3274,kg,0.1,0.900009,FALSE,0,3814.00.90
71450030-10,Produto 3275,kg,0.1,0.900009,FALSE,0,3814.00.90
73460000-1,Produto 3276,kg,0,1.040041602,FALSE,0,2921.30.90
73460000-10,Produto 3277,kg,0,1.040041602,FALSE,0,2921.30.90
71480007-52,Produto 3278,kg,0.1,0.994035785,TRUE,3,3824.90.89
71480007-477,Produto 3279,kg,0.1,0.994035785,TRUE,3,3824.90.89
71480009-477,Produto 3280,kg,0.1,0.994035785,TRUE,3,3824.90.89
71480007-1,Produto 3281,kg,0.1,0.994035785,TRUE,3,3824.90.89
71480009-1,Produto 3282,kg,0.1,0.994035785,TRUE,3,3824.90.89
71480007-201,Produto 3283,kg,0.1,0.994035785,TRUE,3,3824.90.89
73960001-1,Produto 3284,lt,0,0.8707,FALSE,0,2710.19.32
73960001-482,Produto 3285,kg,0,0.8707,FALSE,0,2710.19.32
73440003-40,Produto 3286,lt,0.1,0.9178,FALSE,0,3824.99.39
73440004-40,Produto 3287,kg,0.1,1.089324619,FALSE,0,3824.99.39
73440003-1,Produto 3288,lt,0.1,0.9178,FALSE,0,3824.99.39
73440004-1,Produto 3289,kg,0.1,1.089561996,FALSE,0,3824.99.39
73440004-200,Produto 3290,kg,0.1,0.925,FALSE,0,3824.99.39
73440003-482,Produto 3291,lt,0.1,0.9178,FALSE,0,3824.99.39
73440004-482,Produto 3292,kg,0.1,1.089324619,FALSE,0,3824.99.39
73460004-339,Produto 3293,kg,0.08,1.036806636,FALSE,0,3811.29.90
73460006-41,Produto 3294,kg,0.08,1.036806636,FALSE,0,3811.29.90
73460004-1,Produto 3295,kg,0.08,1.036806636,FALSE,0,3811.29.90
73460006-1,Produto 3296,kg,0.08,1.036806636,FALSE,0,3811.29.90
73460006-482,Produto 3297,kg,0.08,1.036806636,TRUE,3,3811.29.90
73460004-482,Produto 3298,kg,0.08,1.036806636,FALSE,0,3811.29.90
73460007-339,Produto 3299,kg,0.08,0.99,FALSE,0,3811.29.90
73460007-1,Produto 3300,kg,0.08,1.01010101,FALSE,5,3811.29.90
73460007-482,Produto 3301,kg,0.08,1.125,FALSE,5,3811.29.90
71480008-1,Produto 3302,kg,0.1,0.804634696,TRUE,8,3814.00.90
71480008-482,Produto 3303,kg,0.1,0.804634696,FALSE,5,3814.00.90
52300110-1,Produto 3304,kg,0.1,0.804052424,TRUE,1,3814.00.90
52300110-200,Produto 3305,kg,0.1,0.804052424,TRUE,1,3814.00.90
52300110-117,Produto 3306,kg,0.1,0.804052424,TRUE,1,3814.00.90
52300110-482,Produto 3307,kg,0.1,0.804052424,TRUE,1,3814.00.90
52290115-1,Produto 3308,kg,0.1,0.824062629,TRUE,1,3814.00.90
52290115-485,Produto 3309,kg,0.1,0.824062629,TRUE,1,3814.00.90
52290115-10,Produto 3310,kg,0.1,0.824062629,TRUE,1,3814.00.90
52420002-1,Produto 3311,kg,0,0.7897,FALSE,0,2207.10.10
71450154-1,Produto 3312,lt,0.1,0.785,FALSE,0,3814.00.90
52420002-200,Produto 3313,kg,0,0.7897,FALSE,0,2207.10.10
71450154-200,Produto 3314,lt,0.1,0.785,FALSE,0,3814.00.90
52420002-10,Produto 3315,kg,0,0.7897,FALSE,0,2207.10.10
52420002-301,Produto 3316,kg,0,0.7897,FALSE,0,2207.10.00
52420002-482,Produto 3317,kg,0,0.7897,FALSE,0,2207.10.10
71450154-482,Produto 3318,lt,0.1,0.785,FALSE,0,3814.00.90
52420004-1,Produto 3319,kg,0,0.79,FALSE,0,2207.10.10
71450019-1,Produto 3320,kg,0.1,0.7549,FALSE,0,3814.00.00
71450019-10,Produto 3321,kg,0.1,0.7549,FALSE,0,3814.00.00
52420003-52,Produto 3322,kg,0,0.8004,FALSE,0,2207.10.10
52420003-1,Produto 3323,kg,0,0.8004,FALSE,0,2207.10.10
52420009-1,Produto 3324,kg,0,0.7897,FALSE,0,2207.10.10
52420009-482,Produto 3325,kg,0,0.809,FALSE,0,2207.10.10
52420010-1,Produto 3326,kg,0,0.7897,FALSE,0,2207.10.10
52420010-482,Produto 3327,kg,0,0.809,FALSE,0,2207.10.10
52420011-1,Produto 3328,kg,0,0.7897,FALSE,0,2207.10.10
52420011-482,Produto 3329,kg,0,0.809,FALSE,0,2207.10.10
52420012-1,Produto 3330,kg,0,0.7897,FALSE,0,2207.10.10
52420012-482,Produto 3331,kg,0,0.809,FALSE,0,2207.10.10
71480001-1,Produto 3332,kg,0.1,0.792455821,FALSE,5,3814.00.90
71480001-10,Produto 3333,kg,0.1,0.792455821,FALSE,5,3814.00.90
71480001-482,Produto 3334,kg,0.1,0.792455821,TRUE,3,3814.00.90
52320112-1,Produto 3335,kg,0.1,0.811030008,TRUE,1,3814.00.90
52320112-200,Produto 3336,kg,0.1,0.811030008,TRUE,1,3814.00.90
52320112-10,Produto 3337,kg,0.1,0.811030008,TRUE,1,3814.00.90
52320112-301,Produto 3338,kg,0.1,0.811030008,TRUE,1,3814.00.90
52320112-482,Produto 3339,kg,0.1,0.811030008,TRUE,1,3814.00.90
66730015-448,Produto 3340,kg,0,1,FALSE,6,2907.29.00
66730015-447,Produto 3341,kg,0,1,FALSE,6,2907.29.00
66730015-1,Produto 3342,kg,0,1,FALSE,6,2907.29.00
66730015-90,Produto 3343,kg,0,1,FALSE,6,2907.29.00
66730015-526,Produto 3344,kg,0,1,FALSE,6,2907.29.00
66730015-91,Produto 3345,kg,0,1,FALSE,6,2907.29.00
73960000-1,Produto 3346,kg,0.1,0.99,FALSE,0,3824.90.89
73960000-10,Produto 3347,kg,0.1,0.99,FALSE,0,3824.90.89
66560004-1,Produto 3348,kg,0,1,FALSE,0,2917.20.00
66560004-143,Produto 3349,kg,0,1,FALSE,0,2917.20.00
64101041-1,Produto 3350,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101041-226,Produto 3351,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101041-550,Produto 3352,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101041-485,Produto 3353,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101041-182,Produto 3354,kg,0.05,1.050089258,FALSE,0,3402.11.90
73460001-52,Produto 3355,kg,0.1,1.140120853,FALSE,0,3824.90.89
73460001-1,Produto 3356,kg,0.1,1.140120853,FALSE,0,3824.90.89
73460001-10,Produto 3357,kg,0.1,1.140120853,FALSE,0,3824.90.89
73460002-1,Produto 3358,kg,0.1,1.114081996,FALSE,0,3824.90.89
73460002-10,Produto 3359,kg,0.1,1.114081996,FALSE,0,3824.90.89
71450020-1,Produto 3360,kg,0.1,0.801,FALSE,0,3814.00.00
78780011-1,Produto 3361,lt,0,0.8064,FALSE,0,2710.12.49
78780011-200,Produto 3362,kg,0,0.8064,FALSE,0,2710.12.49
78780011-201,Produto 3363,kg,0,0.8064,FALSE,0,2710.12.49
78780011-10,Produto 3364,kg,0,0.8064,FALSE,0,2710.12.49
78780011-482,Produto 3365,lt,0,0.8064,FALSE,0,2710.12.49
78780012-174,Produto 3366,kg,0,0.815,FALSE,0,2710.12.49
78780012-1,Produto 3367,lt,0,0.815,FALSE,0,2710.12.49
78780012-201,Produto 3368,lt,0,0.815,FALSE,0,2710.12.49
78780012-10,Produto 3369,kg,0,0.815,FALSE,0,2710.12.49
78780012-301,Produto 3370,kg,0,0.815,FALSE,0,2710.12.49
78780012-482,Produto 3371,lt,0,0.815,FALSE,0,2710.12.49
78780008-40,Produto 3372,lt,0,0.7057,FALSE,0,2710.12.49
78780008-1,Produto 3373,lt,0,0.7057,FALSE,0,2710.12.49
78780008-200,Produto 3374,kg,0,0.7057,FALSE,0,2710.12.49
78780008-10,Produto 3375,kg,0,0.7057,FALSE,0,2710.12.49
78780008-482,Produto 3376,lt,0,0.7057,FALSE,0,2710.12.49
78780004-40,Produto 3377,kg,0,1,FALSE,0,2710.19.19
78780004-174,Produto 3378,kg,0,1,FALSE,0,2710.19.19
78780005-1,Produto 3379,lt,0,0.8,FALSE,0,2710.19.19
78780005-10,Produto 3380,kg,0,0.8,FALSE,0,2710.19.19
78780005-301,Produto 3381,kg,0,0.8,FALSE,0,2710.19.19
78780005-482,Produto 3382,lt,0,0.8,FALSE,0,2710.19.19
78780009-40,Produto 3383,lt,0,0.814,TRUE,8,2710.12.49
78780009-41,Produto 3384,kg,0,0.814,FALSE,0,2710.12.49
78780009-1,Produto 3385,lt,0,0.814,TRUE,8,2710.12.49
78780009-201,Produto 3386,lt,0,0.814,TRUE,8,2710.12.49
78780009-509,Produto 3387,kg,0,0.814,FALSE,0,2710.12.49
78780009-10,Produto 3388,kg,0,0.814,FALSE,0,2710.12.49
78780009-301,Produto 3389,kg,0,0.814,FALSE,0,2710.12.49
78780009-482,Produto 3390,lt,0,0.814,TRUE,8,2710.12.49
78780004-1,Produto 3391,kg,0,0.815,FALSE,0,2710.19.19
78780004-200,Produto 3392,kg,0,1,FALSE,0,2710.19.19
78780004-201,Produto 3393,kg,0,1,FALSE,0,2710.19.19
78780004-10,Produto 3394,kg,0,1,FALSE,0,2710.19.19
78780004-482,Produto 3395,kg,0,1,FALSE,0,2710.19.19
78780002-40,Produto 3396,kg,0,0.69,FALSE,0,2710.12.49
78780002-1,Produto 3397,lt,0,0.69,FALSE,0,2710.12.49
78780002-200,Produto 3398,kg,0,0.69,FALSE,0,2710.12.49
78780002-10,Produto 3399,kg,0,0.69,FALSE,0,2710.12.49
78780002-301,Produto 3400,kg,0,0.69,FALSE,0,2710.12.49
78780002-482,Produto 3401,lt,0,0.69,FALSE,0,2710.12.49
78780001-174,Produto 3402,lt,0,0.792,FALSE,0,2710.19.19
78780001-1,Produto 3403,lt,0,0.792,FALSE,0,2710.19.19
78780001-200,Produto 3404,kg,0,0.792,FALSE,0,2710.19.19
78780001-201,Produto 3405,lt,0,0.792,FALSE,0,2710.19.19
78780001-10,Produto 3406,kg,0,0.792,FALSE,0,2710.19.19
78780001-301,Produto 3407,kg,0,0.792,FALSE,0,2710.19.19
78780001-482,Produto 3408,lt,0,0.792,FALSE,0,2710.19.19
78780003-1,Produto 3409,lt,0,0.792,FALSE,0,2710.19.19
78780003-201,Produto 3410,lt,0,0.792,FALSE,0,2710.19.19
78780003-10,Produto 3411,kg,0,0.792,FALSE,0,2710.19.19
78780003-301,Produto 3412,kg,0,0.792,FALSE,0,2710.19.19
78780003-482,Produto 3413,lt,0,0.792,FALSE,0,2710.19.19
78780010-52,Produto 3414,kg,0,0.785,FALSE,0,2710.19.31
78780010-1,Produto 3415,lt,0,0.785,FALSE,0,2710.19.31
78780010-201,Produto 3416,lt,0,0.785,FALSE,0,2710.19.31
78780010-10,Produto 3417,kg,0,0.785,FALSE,0,2710.19.31
78780010-301,Produto 3418,kg,0,0.785,FALSE,0,2710.19.31
78780010-482,Produto 3419,lt,0,0.785,FALSE,0,2710.19.31
52050005-1,Produto 3420,kg,0,1.465201465,TRUE,2,2903.22.00
52050005-10,Produto 3421,kg,0,1.399972001,TRUE,2,2903.22.00
52050005-11,Produto 3422,kg,0,1.465201465,TRUE,2,2903.22.00
52050005-529,Produto 3423,kg,0,1.465201465,TRUE,2,2903.22.00
52050005-123,Produto 3424,kg,0,1.465201465,TRUE,2,2903.22.00
52050005-82,Produto 3425,kg,0,1.465201465,TRUE,2,2903.22.00
54020023-1,Produto 3426,kg,0,0.725,FALSE,0,2710.19.91
54020024-1,Produto 3427,kg,0,0.755,FALSE,0,2710.19.91
54020024-482,Produto 3428,kg,0,0.755,FALSE,0,2710.19.91
54020025-1,Produto 3429,kg,0,0.783,FALSE,0,2710.19.91
66112600-316,Produto 3430,kg,0,1,FALSE,0,2915.60.29
66112600-56,Produto 3431,kg,0,1,FALSE,0,2915.60.29
77122143-145,Produto 3432,kg,0,1,TRUE,1,2918.23.00
77112011-138,Produto 3433,kg,0,1,FALSE,6,2915.90.90
77112011-447,Produto 3434,kg,0,1,FALSE,6,2915.90.90
77112011-41,Produto 3435,kg,0,1,FALSE,6,2915.90.90
77112011-210,Produto 3436,kg,0,1,FALSE,6,2915.90.90
77112011-245,Produto 3437,kg,0,1,FALSE,6,2915.90.90
77112011-36,Produto 3438,kg,0,1,FALSE,6,2915.90.90
77122068-41,Produto 3439,kg,0,1,FALSE,6,2915.39.99
77122095-10,Produto 3440,kg,0,1,FALSE,0,2915.39.99
77122068-10,Produto 3441,kg,0,1,FALSE,6,2915.39.99
66112124-10,Produto 3442,kg,0,1,FALSE,6,2906.19.90
77122043-10,Produto 3443,kg,0,1,FALSE,6,2915.60.19
66501614-109,Produto 3444,kg,0,1,FALSE,6,2930.20.29
66501614-33,Produto 3445,kg,0,1,FALSE,6,2930.20.29
66270110-93,Produto 3446,kg,0,1,FALSE,6,2930.30.90
66360002-33,Produto 3447,kg,0,1,FALSE,0,2930.20.29
74146000-37,Produto 3448,kg,0,1,FALSE,7,2905.49.00
74146000-447,Produto 3449,kg,0,1,FALSE,7,2905.49.00
74146000-468,Produto 3450,kg,0,1,FALSE,7,2905.49.00
74146000-316,Produto 3451,kg,0,1,FALSE,7,2905.49.00
66112121-237,Produto 3452,kg,0,1,TRUE,1,2914.29.90
66112121-116,Produto 3453,kg,0,1,FALSE,6,2914.29.90
77112006-37,Produto 3454,kg,0,1,FALSE,6,2909.50.13
77112006-41,Produto 3455,kg,0,1,FALSE,6,2909.50.13
77112006-10,Produto 3456,kg,0,1,FALSE,6,2909.50.13
66112073-41,Produto 3457,kg,0,1,FALSE,6,2914.23.20
66112073-10,Produto 3458,kg,0,1,FALSE,6,2914.23.20
77122084-10,Produto 3459,kg,0,1,FALSE,6,2914.23.20
54020013-1,Produto 3460,lt,0,0.725,FALSE,0,2710.19.91
54020013-201,Produto 3461,kg,0,0.725,FALSE,0,2710.19.91
