SKU,Nome Produto,Unidade,IPI,Peso Especifico,Resolu??o 13,Origem,NCM
66110463-331,Produto 1,kg,0,1,FALSE,0,2922.49.10
74800007-468,Produto 2,kg,0,1,TRUE,1,2937.90.90
66122005-1,Produto 3,kg,0,1,TRUE,1,1516.20.00
66122006-1,Produto 4,kg,0,1,TRUE,1,1516.20.00
61108205-93,Produto 5,kg,0.05,1,FALSE,0,4005.10.10
61108207-93,Produto 6,kg,0.05,1,FALSE,0,4005.10.10
61108209-93,Produto 7,kg,0.05,1,FALSE,0,4005.10.10
61108211-93,Produto 8,kg,0.05,1,FALSE,0,4005.10.10
77112027-549,Produto 9,kg,0,1,FALSE,6,2906.29.90
82139001-93,Produto 10,kg,0.05,1,TRUE,1,3911.10.29
90900005-1,Produto 11,kg,0,0.867528412,FALSE,0,2902.90.90
66111001-37,Produto 12,kg,0,1,FALSE,0,2916.20.90
66111001-447,Produto 13,kg,0,1,FALSE,0,2916.20.90
66111001-1,Produto 14,kg,0,1,FALSE,0,2916.20.90
42240009-93,Produto 15,kg,0.05,1,TRUE,2,3903.30.20
42240008-93,Produto 16,kg,0.05,1,TRUE,2,3903.30.20
42240007-93,Produto 17,kg,0.05,1,TRUE,2,3903.30.20
42240010-93,Produto 18,kg,0.05,1,TRUE,2,3903.30.20
42240006-93,Produto 19,kg,0.05,1,FALSE,0,3903.30.20
66800008-303,Produto 20,kg,0.05,1,FALSE,6,3913.90.90
66800008-40,Produto 21,kg,0.05,1,FALSE,6,3913.90.90
66800008-510,Produto 22,kg,0.05,1,FALSE,6,3913.90.90
66800008-468,Produto 23,kg,0.05,1,FALSE,6,3913.90.90
66800008-53,Produto 24,kg,0.05,1,FALSE,6,3913.90.90
66800008-1,Produto 25,kg,0.05,1,FALSE,6,3913.90.90
66740041-93,Produto 26,kg,0,1.015,FALSE,6,2917.19.90
66740042-87,Produto 27,kg,0,1,FALSE,6,2917.19.90
66740042-91,Produto 28,kg,0,1,FALSE,6,2917.19.90
81510037-51,Produto 29,kg,0.05,1,FALSE,0,3910.00.12
81510037-1,Produto 30,kg,0.05,1,FALSE,0,3910.00.12
81510037-116,Produto 31,kg,0.05,1,FALSE,0,3910.00.12
62110146-106,Produto 32,kg,0,1,FALSE,6,2936.27.10
76134001-51,Produto 33,kg,0,1.195028681,TRUE,2,2915.11.00
76134001-1,Produto 34,kg,0,1.195028681,TRUE,2,2915.11.00
66800006-60,Produto 35,kg,0,1,FALSE,0,2940.00.99
66800006-184,Produto 36,kg,0,1,FALSE,0,2940.00.99
66310050-323,Produto 37,kg,0,1,FALSE,6,2907.29.00
90900140-1,Produto 38,kg,0,0.995024876,FALSE,6,2915.50.10
66730044-93,Produto 39,kg,0,1,TRUE,1,2925.29.22
66730047-93,Produto 40,kg,0.1,1,TRUE,1,3812.39.19
66730039-93,Produto 41,kg,0,1,TRUE,1,2934.99.15
66730042-93,Produto 42,kg,0,1,TRUE,1,2930.90.29
66730048-93,Produto 43,kg,0,1,TRUE,1,2934.20.34
66730045-93,Produto 44,kg,0,1,TRUE,1,2934.20.20
66730043-93,Produto 45,kg,0,1,TRUE,1,2934.20.31
66730041-93,Produto 46,kg,0,1,TRUE,1,2930.20.23
66730040-93,Produto 47,kg,0,1,TRUE,1,2930.20.29
66116013-141,Produto 48,kg,0,1,FALSE,0,2921.43.19
66730029-93,Produto 49,kg,0,1,TRUE,1,2934.20.32
66730018-93,Produto 50,kg,0,1,TRUE,1,2934.20.32
66730034-93,Produto 51,kg,0,1,TRUE,1,2934.20.33
66730028-93,Produto 52,kg,0,1,FALSE,0,2925.29.22
66730022-91,Produto 53,kg,0,1,FALSE,0,2925.29.22
66730022-93,Produto 54,kg,0,1,FALSE,0,2925.29.22
66730036-93,Produto 55,kg,0,1,FALSE,6,2934.20.34
66730016-93,Produto 56,kg,0,1,TRUE,1,2934.20.10
66730016-335,Produto 57,kg,0,1,TRUE,1,2934.20.10
66730020-93,Produto 58,kg,0,1,TRUE,1,2934.20.10
66730027-335,Produto 59,kg,0,1,TRUE,1,2934.20.20
66730017-93,Produto 60,kg,0,1,TRUE,1,2934.20.20
66730060-93,Produto 61,kg,0,1,TRUE,1,2934.20.32
66730046-93,Produto 62,kg,0,1,TRUE,1,2934.20.10
66730062-93,Produto 63,kg,0,1,TRUE,1,2930.30.21
66730063-93,Produto 64,kg,0,1,TRUE,1,2934.20.20
66730033-93,Produto 65,kg,0,1,TRUE,1,2934.20.31
66730033-152,Produto 66,kg,0,1,FALSE,6,2934.20.31
66730030-93,Produto 67,kg,0,1,FALSE,0,2925.29.22
66270199-335,Produto 68,kg,0,1,TRUE,1,2930.30.29
66270199-93,Produto 69,kg,0,1,TRUE,1,2930.30.29
66730021-93,Produto 70,kg,0,1,FALSE,0,2930.30.29
52420008-758,Produto 71,kg,0,0.983090838,TRUE,2,2915.39.29
66112014-448,Produto 72,kg,0,1,FALSE,6,2914.50.90
77122028-51,Produto 73,kg,0,1,TRUE,1,2915.39.99
66112024-37,Produto 74,kg,0,1,TRUE,1,2915.39.29
66112024-457,Produto 75,kg,0,1,TRUE,1,2915.39.29
66112024-41,Produto 76,kg,0,1,TRUE,1,2915.39.29
66112024-10,Produto 77,kg,0,1,TRUE,1,2915.39.29
52420000-40,Produto 78,kg,0,0.901875902,FALSE,0,2915.31.00
52420013-1,Produto 79,kg,0,0.901875,TRUE,2,2915.31.00
52420000-1,Produto 80,kg,0,0.901875902,FALSE,0,2915.31.00
90900162-1,Produto 81,kg,0,0.901875902,FALSE,0,2915.31.00
52420000-200,Produto 82,kg,0,0.901875902,FALSE,0,2915.31.00
52420000-301,Produto 83,kg,0,0.901875902,FALSE,0,2915.31.00
90900162-10,Produto 84,kg,0,0.901875902,FALSE,0,2915.31.00
52420013-482,Produto 85,kg,0,0.901875,TRUE,2,2915.31.00
52420000-482,Produto 86,kg,0,0.901875902,FALSE,0,2915.31.00
52420000-758,Produto 87,kg,0,0.901875902,FALSE,0,2915.31.00
52050004-74,Produto 88,kg,0,0.975039002,FALSE,0,2915.35.00
52050004-1,Produto 89,kg,0,0.975039002,FALSE,0,2915.35.00
52050004-140,Produto 90,kg,0,0.975039002,FALSE,0,2915.35.00
52050004-258,Produto 91,kg,0,0.975039002,FALSE,0,2915.39.32
77122044-40,Produto 92,kg,0,1,TRUE,1,2915.39.99
77122044-41,Produto 93,kg,0,1,TRUE,1,2915.39.99
77122044-252,Produto 94,kg,0,1,TRUE,1,2915.39.99
52050003-40,Produto 95,kg,0,0.871004268,FALSE,0,2915.39.39
52050003-41,Produto 96,kg,0,0.871004268,FALSE,0,2915.39.39
52050003-1,Produto 97,kg,0,0.871004268,FALSE,0,2915.39.39
52050003-280,Produto 98,kg,0,0.871004268,FALSE,0,2915.39.39
66112041-41,Produto 99,kg,0,1,FALSE,6,2915.39.10
66112041-1,Produto 100,kg,0,1,FALSE,6,2915.39.10
66112041-485,Produto 101,kg,0,1,FALSE,6,2915.39.10
66112041-10,Produto 102,kg,0,1,FALSE,6,2915.39.10
52090000-540,Produto 103,kg,0,0.880049283,FALSE,0,2915.33.00
52090000-301,Produto 104,kg,0,0.880049283,FALSE,0,2915.33.00
52090001-280,Produto 105,kg,0,0.88,TRUE,1,2915.33.00
52090000-10,Produto 106,kg,0,0.880049283,FALSE,0,2915.33.00
52090000-482,Produto 107,kg,0,0.880049283,FALSE,0,2915.33.00
77122040-252,Produto 108,kg,0,1,TRUE,1,2915.39.99
77122041-252,Produto 109,kg,0,1,TRUE,1,2915.39.99
52050000-1,Produto 110,kg,0,0.887547706,FALSE,6,2915.39.31
52050000-117,Produto 111,kg,0,0.887547706,FALSE,6,2915.39.31
52050000-7,Produto 112,kg,0,0.887547706,FALSE,6,2915.39.31
52050000-482,Produto 113,kg,0,0.89,FALSE,6,2915.39.31
52420014-485,Produto 114,kg,0,0.875,FALSE,0,2915.39.39
52420008-1,Produto 115,kg,0,0.983090838,TRUE,2,2915.39.29
52420008-198,Produto 116,kg,0,0.983090838,TRUE,2,2915.39.29
52420008-482,Produto 117,kg,0,0.983090838,TRUE,2,2915.39.29
77112029-468,Produto 118,kg,0,1,TRUE,1,2915.39.99
77112029-445,Produto 119,kg,0,1,TRUE,1,2915.39.99
52050003-26,Produto 120,kg,0,0.871004268,FALSE,0,2915.39.39
66112027-41,Produto 121,kg,0,1,FALSE,6,2918.30.90
66112027-51,Produto 122,kg,0,1,FALSE,6,2918.30.90
66112027-1,Produto 123,kg,0,1,FALSE,6,2918.30.90
66112027-10,Produto 124,kg,0,1,FALSE,6,2918.30.90
77122045-288,Produto 125,kg,0,1,TRUE,1,2914.39.10
66112077-37,Produto 126,kg,0,1,FALSE,0,2914.40.99
52160009-1,Produto 127,kg,0,0.789016885,TRUE,1,2914.11.00
52160009-200,Produto 128,kg,0,0.792016474,TRUE,2,2914.11.00
52160010-200,Produto 129,kg,0,0.792016474,FALSE,0,2914.11.00
52160010-1,Produto 130,kg,0,0.792016474,FALSE,0,2914.11.00
52160009-10,Produto 131,kg,0,0.792016474,TRUE,2,2914.11.00
52160009-301,Produto 132,kg,0,0.792016474,TRUE,2,2914.11.00
52160009-482,Produto 133,kg,0,0.792016474,TRUE,1,2914.11.00
52160010-482,Produto 134,kg,0,0.792016474,FALSE,0,2914.11.00
62110327-322,Produto 135,kg,0,1,FALSE,6,2933.59.42
64110019-764,Produto 136,kg,0,0.907,FALSE,6,2915.90.21
73460003-1,Produto 137,kg,0,1.048108165,FALSE,0,2915.21.00
73460003-201,Produto 138,kg,0,1.048108165,FALSE,0,2915.21.00
64060138-256,Produto 139,kg,0,1.050089258,FALSE,6,2915.21.00
64030008-51,Produto 140,kg,0,1.050089258,FALSE,6,2915.21.00
64030008-1,Produto 141,kg,0,1.066,FALSE,6,2915.21.00
64030008-200,Produto 142,kg,0,1.050089258,FALSE,6,2915.21.00
64710319-59,Produto 143,kg,0,1.049097776,FALSE,6,2916.11.10
64710319-66,Produto 144,kg,0,1.049097776,FALSE,6,2916.11.10
64710319-158,Produto 145,kg,0,1.049097776,FALSE,6,2916.11.10
64710319-24,Produto 146,kg,0,1.049097776,FALSE,6,2916.11.10
64710319-10,Produto 147,kg,0,1.049097776,FALSE,6,2916.11.10
64710319-182,Produto 148,kg,0,1.049097776,FALSE,6,2916.11.10
64710319-239,Produto 149,kg,0,1.049097776,FALSE,6,2916.11.10
64710319-22,Produto 150,kg,0,1.049097776,FALSE,6,2916.11.10
66112069-346,Produto 151,kg,0,1,FALSE,0,2936.27.10
64060130-93,Produto 152,kg,0,1,FALSE,0,2916.31.10
64060098-93,Produto 153,kg,0,1,FALSE,0,2916.31.10
64060120-93,Produto 154,kg,0,1,TRUE,1,2918.14.00
64060100-93,Produto 155,kg,0,1,FALSE,0,2918.14.00
64870008-1,Produto 156,kg,0,1.150086256,FALSE,0,2806.10.20
62110214-346,Produto 157,kg,0,1,TRUE,1,2915.70.39
75133008-553,Produto 158,kg,0,1,FALSE,0,2922.42.10
75133008-668,Produto 159,kg,0,1,FALSE,0,2922.42.10
66112045-447,Produto 160,kg,0,1,FALSE,0,2915.50.10
64060134-52,Produto 161,kg,0,0.995,FALSE,7,2915.50.10
64060134-1,Produto 162,kg,0,0.995024876,FALSE,7,2915.50.10
64060134-201,Produto 163,kg,0,0.995024876,FALSE,7,2915.50.10
64060064-52,Produto 164,kg,0,0.995024876,FALSE,6,2915.50.10
64060064-1,Produto 165,kg,0,0.995024876,FALSE,6,2915.50.10
64060064-201,Produto 166,kg,0,0.995024876,FALSE,6,2915.50.10
64060131-261,Produto 167,kg,0,0.995024876,FALSE,6,2915.50.10
64110020-93,Produto 168,kg,0,1.21,FALSE,6,2917.13.21
66114011-53,Produto 169,kg,0.05,1,FALSE,0,3301.29.90
62110277-562,Produto 170,kg,0.05,1,TRUE,1,3906.90.21
62110277-561,Produto 171,kg,0.05,1,TRUE,1,3906.90.21
62110272-344,Produto 172,kg,0.05,1,TRUE,1,3906.90.11
62110272-563,Produto 173,kg,0.05,1,TRUE,1,3906.90.11
62110275-560,Produto 174,kg,0.05,1,TRUE,1,3906.90.21
62110275-226,Produto 175,kg,0.05,1,TRUE,1,3906.90.21
62110321-562,Produto 176,kg,0,1,TRUE,1,2918.15.00
64100193-491,Produto 177,kg,0.1,1,FALSE,0,3824.99.52
74111008-340,Produto 178,kg,0,1,FALSE,0,1302.19.99
66730013-39,Produto 179,kg,0.1,0.950028501,TRUE,1,3211.00.00
64100173-72,Produto 180,kg,0.05,1,FALSE,0,3910.00.12
64100173-311,Produto 181,kg,0.05,1,FALSE,0,3910.00.12
68370008-152,Produto 182,kg,0,1,FALSE,0,2712.90.00
81510032-10,Produto 183,kg,0.05,1,FALSE,0,3910.00.12
42240001-93,Produto 184,kg,0.05,1,FALSE,0,3903.30.20
81520011-87,Produto 185,kg,0,1,FALSE,6,2811.22.90
42240002-93,Produto 186,kg,0.05,1,FALSE,0,3903.30.20
66137005-91,Produto 187,kg,0.05,1,TRUE,1,3901.90.90
66137006-91,Produto 188,kg,0.05,1,FALSE,0,3901.90.90
42240003-93,Produto 189,kg,0.05,1,FALSE,0,3903.30.20
42240004-93,Produto 190,kg,0.05,1,FALSE,6,3903.30.20
66730003-39,Produto 191,kg,0.1,1,TRUE,1,3812.31.00
66730003-90,Produto 192,kg,0.1,1,TRUE,1,3812.31.00
66260393-1,Produto 193,kg,0.1,1,TRUE,2,3812.31.00
66260393-155,Produto 194,kg,0.1,1,TRUE,2,3812.31.00
66260393-93,Produto 195,kg,0.1,1,TRUE,2,3812.31.00
66730014-270,Produto 196,kg,0.1,1,TRUE,2,3812.39.11
66260299-93,Produto 197,kg,0.1,1,FALSE,6,3812.39.19
66112120-116,Produto 198,kg,0,1,TRUE,1,2915.39.29
51010000-1,Produto 199,kg,0,0.785,FALSE,0,2710.12.30
51010000-10,Produto 200,kg,0,0.785,FALSE,0,2710.12.30
51010000-301,Produto 201,kg,0,0.785,FALSE,0,2710.12.30
51010005-1,Produto 202,kg,0,0.785,FALSE,0,2710.12.30
51010006-1,Produto 203,lt,0,0.785,TRUE,3,2710.12.30
51010004-1,Produto 204,lt,0,0.785,FALSE,0,2710.12.30
51010004-200,Produto 205,lt,0,0.785,FALSE,0,2710.12.30
51010004-758,Produto 206,kg,0,0.785,FALSE,0,2710.12.30
51010004-10,Produto 207,kg,0,0.785,FALSE,0,2710.12.30
51010004-301,Produto 208,kg,0,0.785,FALSE,0,2710.12.30
51010004-482,Produto 209,lt,0,0.785,FALSE,0,2710.12.30
51010004-737,Produto 210,kg,0,0.785,FALSE,0,2710.12.30
51010004-13,Produto 211,kg,0,0.785,FALSE,0,2710.12.30
54020003-1,Produto 212,kg,0,0.778,FALSE,0,2710.12.49
54020003-10,Produto 213,kg,0,0.778,FALSE,0,2710.12.49
74104001-411,Produto 214,kg,0,1,FALSE,5,2933.79.90
66104000-210,Produto 215,kg,0,1,FALSE,5,2933.79.90
66104000-53,Produto 216,kg,0,1,FALSE,5,2933.79.90
66104000-288,Produto 217,kg,0,1,FALSE,5,2933.79.90
66104000-29,Produto 218,kg,0,1,FALSE,0,2933.79.90
66104012-468,Produto 219,kg,0,1,FALSE,5,2933.79.90
66104012-288,Produto 220,kg,0,1,FALSE,0,2933.79.90
66104012-210,Produto 221,kg,0,1,FALSE,5,2933.79.90
66104012-53,Produto 222,kg,0,1,FALSE,5,2933.79.90
66104012-1,Produto 223,kg,0,1,FALSE,0,2933.79.90
66112080-53,Produto 224,kg,0,1,FALSE,0,2909.49.90
77122024-210,Produto 225,kg,0,1,FALSE,0,2905.17.10
77122029-288,Produto 226,kg,0,1,TRUE,1,2905.16.00
64060132-68,Produto 227,kg,0,0.810044552,FALSE,0,3823.70.10
64060117-241,Produto 228,kg,0,0.810044552,TRUE,1,3823.70.10
64060117-93,Produto 229,kg,0,0.810044552,TRUE,1,3823.70.10
64060086-241,Produto 230,kg,0,0.810044552,TRUE,1,3823.70.10
64060086-93,Produto 231,kg,0,0.810044552,TRUE,1,3823.70.10
66112023-41,Produto 232,kg,0,1,FALSE,6,2906.29.90
66112023-1,Produto 233,kg,0,1,FALSE,6,2906.29.90
66112023-10,Produto 234,kg,0,1,FALSE,6,2906.29.90
66112036-40,Produto 235,kg,0,1,FALSE,0,2912.29.90
66112036-37,Produto 236,kg,0,1,FALSE,0,2912.29.90
66112001-1,Produto 237,kg,0,1,FALSE,0,2912.29.20
66800009-303,Produto 238,kg,0.05,1.190051172,FALSE,0,3913.90.90
66800009-493,Produto 239,kg,0.05,1.190051172,FALSE,0,3913.90.90
66800009-468,Produto 240,kg,0.05,1.190051172,FALSE,0,3913.90.90
66800009-60,Produto 241,kg,0.05,1.190051172,FALSE,0,3913.90.90
66800009-1,Produto 242,kg,0.05,1.190051172,FALSE,0,3913.90.90
77122058-210,Produto 243,kg,0,1,FALSE,6,2912.19.99
66112123-41,Produto 244,kg,0,1,TRUE,1,2912.19.29
66112123-26,Produto 245,kg,0,1,TRUE,1,2912.19.29
77122137-41,Produto 246,kg,0,1,FALSE,6,2912.19.99
77122137-145,Produto 247,kg,0,0.829,FALSE,6,2912.19.99
66112122-41,Produto 248,kg,0,1,TRUE,1,2912.19.99
66112122-10,Produto 249,kg,0,1,FALSE,6,2912.19.99
66112002-41,Produto 250,kg,0,1,FALSE,6,2912.29.10
66112002-1,Produto 251,kg,0,1,FALSE,6,2912.29.10
66112002-10,Produto 252,kg,0,1,FALSE,6,2912.29.10
66112006-41,Produto 253,kg,0,1,TRUE,1,2912.21.00
66112006-53,Produto 254,kg,0,1,TRUE,1,2912.21.00
66112006-51,Produto 255,kg,0,1,TRUE,1,2912.21.00
66112006-1,Produto 256,kg,0,1,TRUE,1,2912.21.00
66112006-10,Produto 257,kg,0,1,TRUE,1,2912.21.00
66112006-145,Produto 258,kg,0,1,TRUE,1,2912.21.00
66112005-288,Produto 259,kg,0,1,FALSE,6,2912.19.99
66112005-41,Produto 260,kg,0,1,FALSE,6,2912.19.99
66112005-51,Produto 261,kg,0,1,FALSE,6,2912.19.99
66112005-1,Produto 262,kg,0,1,FALSE,6,2912.19.99
66112005-10,Produto 263,kg,0,1,FALSE,6,2912.19.99
77112012-40,Produto 264,kg,0,1,FALSE,6,2912.19.99
77112012-6,Produto 265,kg,0,1,FALSE,6,2912.19.99
66112015-41,Produto 266,kg,0,1,FALSE,6,2912.19.99
66112015-1,Produto 267,kg,0,1,FALSE,6,2912.19.99
66112015-10,Produto 268,kg,0,1,FALSE,6,2912.19.99
66112003-41,Produto 269,kg,0,1,FALSE,6,2912.19.99
66112003-1,Produto 270,kg,0,1,FALSE,6,2912.19.99
66112003-10,Produto 271,kg,0,1,FALSE,6,2912.19.99
66112004-696,Produto 272,kg,0,1,FALSE,6,2912.19.99
66112004-41,Produto 273,kg,0,1,FALSE,6,2912.19.99
66112004-1,Produto 274,kg,0,1,FALSE,6,2912.19.99
66112004-10,Produto 275,kg,0,1,FALSE,6,2912.19.99
66112066-41,Produto 276,kg,0,1,FALSE,6,2912.29.90
66112066-1,Produto 277,kg,0,1,FALSE,6,2912.29.90
66112066-10,Produto 278,kg,0,1,FALSE,6,2912.29.90
66112066-272,Produto 279,kg,0,1,FALSE,6,2912.29.90
66112000-288,Produto 280,kg,0,1,FALSE,6,2912.29.20
66112000-41,Produto 281,kg,0,1,FALSE,6,2912.29.20
66112001-41,Produto 282,kg,0,1,FALSE,0,2912.29.20
66112000-1,Produto 283,kg,0,1,FALSE,6,2912.29.20
66112000-201,Produto 284,kg,0,1,FALSE,6,2912.29.20
66112000-116,Produto 285,kg,0,1,FALSE,6,2912.29.20
66112000-75,Produto 286,kg,0,1,FALSE,6,2912.29.20
77112017-38,Produto 287,kg,0,1,FALSE,6,2914.29.90
77112017-447,Produto 288,kg,0,1,FALSE,6,2914.29.90
77112017-210,Produto 289,kg,0,1,FALSE,6,2914.29.90
77122102-40,Produto 290,kg,0,1,TRUE,1,2905.29.90
77122102-10,Produto 291,kg,0,1,TRUE,1,2905.29.90
62110037-322,Produto 292,kg,0,1,TRUE,1,2937.39.12
66600002-9,Produto 293,kg,0.1,1,TRUE,1,3824.99.89
64101040-505,Produto 294,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101011-447,Produto 295,kg,0.05,1,FALSE,0,3402.13.00
64101011-93,Produto 296,kg,0.05,1,FALSE,0,3402.13.00
64101020-40,Produto 297,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101020-276,Produto 298,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101020-1,Produto 299,kg,0.05,1.080030241,FALSE,0,3402.13.00
90900138-1,Produto 300,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101040-550,Produto 301,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101040-1,Produto 302,kg,0.05,1.080030241,FALSE,0,3402.13.00
90900172-1,Produto 303,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101040-201,Produto 304,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101040-214,Produto 305,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101040-15,Produto 306,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101040-692,Produto 307,kg,0.05,1.08,TRUE,1,3402.13.00
64101020-247,Produto 308,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101020-214,Produto 309,kg,0.05,1.080030241,FALSE,0,3402.13.00
64101001-226,Produto 310,kg,0.05,0.99000099,FALSE,0,3402.13.00
64101001-244,Produto 311,kg,0.05,0.99000099,FALSE,0,3402.13.00
64101022-226,Produto 312,kg,0.05,1.042100875,FALSE,0,3402.19.00
64101022-1,Produto 313,kg,0.05,1.042100875,FALSE,0,3402.19.00
64101022-244,Produto 314,kg,0.05,1.042100875,FALSE,0,3402.19.00
64101022-245,Produto 315,kg,0.05,1.042100875,FALSE,0,3402.19.00
64101013-226,Produto 316,kg,0,0.99000099,FALSE,0,2924.19.94
64101013-1,Produto 317,kg,0,0.99000099,FALSE,0,2924.19.94
64101013-244,Produto 318,kg,0,0.99000099,FALSE,0,2924.19.94
64101034-2,Produto 319,kg,0.05,1.020095889,FALSE,0,3402.13.00
64101034-244,Produto 320,kg,0.05,1.020095889,FALSE,0,3402.13.00
64101030-505,Produto 321,kg,0.1,0.950028501,FALSE,0,3824.90.89
64101030-257,Produto 322,kg,0.1,0.950028501,FALSE,0,3824.90.89
64101030-244,Produto 323,kg,0.1,0.950028501,FALSE,0,3824.90.89
64101030-245,Produto 324,kg,0.1,0.950028501,FALSE,0,3824.90.89
64101010-93,Produto 325,kg,0.05,1.064056182,FALSE,0,3402.13.00
64101019-93,Produto 326,kg,0.05,0.520020801,FALSE,0,3402.13.00
64101021-41,Produto 327,kg,0.05,1.100110011,FALSE,0,3402.90.19
64101021-226,Produto 328,kg,0.05,1.100110011,FALSE,0,3402.90.19
64101021-1,Produto 329,kg,0.05,1.100110011,FALSE,0,3402.90.19
64101021-259,Produto 330,kg,0.05,1.100110011,FALSE,0,3402.90.19
64101002-51,Produto 331,kg,0.1,1.005025126,FALSE,0,3824.90.89
64101002-247,Produto 332,kg,0.1,1.005025126,FALSE,0,3824.90.89
64101002-245,Produto 333,kg,0.1,1.005025126,FALSE,0,3824.90.89
64101002-263,Produto 334,kg,0.1,1.005025126,FALSE,0,3824.90.89
64101015-276,Produto 335,kg,0.05,1.075037626,FALSE,0,3402.11.90
64101015-182,Produto 336,kg,0.05,1.075037626,FALSE,0,3402.11.90
64101003-186,Produto 337,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101003-50,Produto 338,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101003-52,Produto 339,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101003-226,Produto 340,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101003-276,Produto 341,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101003-1,Produto 342,kg,0.05,1.050089258,FALSE,0,3402.11.90
64101003-182,Produto 343,kg,0.05,1.050089258,FALSE,0,3402.11.90
66112061-288,Produto 344,kg,0,1,FALSE,6,2930.90.99
66112061-480,Produto 345,kg,0,1,FALSE,6,2930.90.99
66112061-210,Produto 346,kg,0,1,FALSE,6,2930.90.99
66112061-7,Produto 347,kg,0,1,FALSE,6,2930.90.99
77122066-41,Produto 348,kg,0,1,FALSE,6,2918.99.99
77122108-10,Produto 349,kg,0,1,FALSE,6,2918.99.99
77122066-10,Produto 350,kg,0,1,FALSE,6,2918.99.99
66117002-41,Produto 351,kg,0,1,FALSE,0,1302.11.90
66117002-51,Produto 352,kg,0,1,FALSE,0,1302.11.90
66117000-151,Produto 353,kg,0,1,FALSE,0,1302.11.90
66117000-60,Produto 354,kg,0,1,FALSE,0,1302.11.90
66117001-40,Produto 355,kg,0,1,FALSE,0,1302.11.90
66117001-53,Produto 356,kg,0,1,FALSE,0,1302.11.90
66117001-151,Produto 357,kg,0,1,FALSE,0,1302.11.90
26102005-1,Produto 358,kg,0.08,0.860067085,FALSE,0,3811.29.90
26102005-10,Produto 359,kg,0.08,0.860067085,FALSE,0,3811.29.90
77122090-299,Produto 360,kg,0,1,TRUE,1,2914.29.90
77122090-10,Produto 361,kg,0,1,FALSE,0,2914.29.90
77122104-299,Produto 362,kg,0,1,TRUE,1,2914.23.10
77122091-10,Produto 363,kg,0,1,FALSE,0,2914.23.10
77112002-288,Produto 364,kg,0,1,FALSE,6,2914.23.10
77112002-41,Produto 365,kg,0,1,FALSE,6,2914.23.10
77112002-7,Produto 366,kg,0,1,FALSE,6,2914.23.10
77112002-10,Produto 367,kg,0,1,FALSE,6,2914.23.10
66730002-93,Produto 368,kg,0,1,TRUE,1,2934.20.20
64100023-58,Produto 369,kg,0,1,FALSE,0,2828.90.20
64100023-70,Produto 370,kg,0,1,FALSE,0,2828.90.20
64100023-134,Produto 371,kg,0,1,FALSE,0,2828.90.20
64100023-1,Produto 372,kg,0,1,FALSE,0,2828.90.20
64870026-93,Produto 373,kg,0,1,FALSE,0,2811.22.10
64870028-91,Produto 374,kg,0,1,FALSE,0,2811.22.10
64100012-131,Produto 375,kg,0,1.040041602,FALSE,0,3204.14.00
77122037-210,Produto 376,kg,0,1,FALSE,0,2911.00.90
77122097-10,Produto 377,kg,0,1,FALSE,6,2914.29.90
77122097-41,Produto 378,kg,0,1,TRUE,1,2914.29.90
66112114-288,Produto 379,kg,0,1,FALSE,6,2914.29.90
66112114-41,Produto 380,kg,0,1,FALSE,6,2914.29.90
66112114-210,Produto 381,kg,0,1,FALSE,6,2914.29.90
66112114-10,Produto 382,kg,0,1,FALSE,6,2914.29.90
66112114-141,Produto 383,kg,0,1,FALSE,6,2914.29.90
77122026-288,Produto 384,kg,0,1,FALSE,6,2911.00.90
77122026-210,Produto 385,kg,0,1,TRUE,1,2911.00.90
77122026-53,Produto 386,kg,0,1,FALSE,6,2911.00.90
77122026-252,Produto 387,kg,0,1,FALSE,6,2911.00.90
66112020-37,Produto 388,kg,0,0.920047842,FALSE,0,2911.00.90
66112020-457,Produto 389,kg,0,0.920047842,FALSE,0,2911.00.90
66112020-53,Produto 390,kg,0,0.920047842,FALSE,0,2911.00.90
66112020-1,Produto 391,kg,0,0.920047842,FALSE,0,2911.00.90
66112020-71,Produto 392,kg,0,0.920047842,FALSE,0,2911.00.90
66112020-141,Produto 393,kg,0,0.920047842,FALSE,0,2911.00.90
77122048-210,Produto 394,kg,0,1,FALSE,6,2932.20.00
77122048-53,Produto 395,kg,0,1,FALSE,6,2932.20.00
77122048-288,Produto 396,kg,0,1,FALSE,6,2932.20.00
77112025-480,Produto 397,kg,0,1,FALSE,0,2906.19.90
77122027-10,Produto 398,kg,0.05,1,TRUE,1,3302.90.90
62110352-93,Produto 399,kg,0,1,FALSE,6,2922.19.31
