chave,CD,sku,id_prod,id_dc,moeda,preco,politica,por,atualizado,pp mes anterior,fob net anterior,analista,lead team,q min,reajuste,reajuste,coment,apoio sobre demanda,frac/FALSE
35410022-1SP12,SP12,35410022-1,5589,4,USD,664.99,0,1000,TRUE,668.95,668.95,ADRIANO,0,0,,,Repassar,REGULAR,FALSE
35410022-1SP13,SP13,35410022-1,5589,1,USD,692.02,0,1000,TRUE,692.1,692.1,ADRIANO,0,0,,,Repassar,REGULAR,FALSE
26410002-673SP13,SP13,26410002-673,4610,1,BRL,"26,927.24",0,1000,TRUE,"26,757.66","26,757.66",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
26410003-1SP13,SP13,26410003-1,4611,1,BRL,"23,828.95",0,1000,TRUE,"23,828.95","23,828.95",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
26410000-277SP13,SP13,26410000-277,5668,1,BRL,"16,517.46",0.2,1000,TRUE,"16,517.46","19,820.96",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
35410006-127SP13,SP13,35410006-127,4546,1,USD,"1,301.52",0.15,1000,FALSE,"1,308.60","1,504.89",ADRIANO,0,0,,,N/A,REGULAR,FALSE
35410006-51SP13,SP13,35410006-51,4547,1,USD,"1,434.80",0.15,1000,FALSE,"1,442.66","1,659.06",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
35410006-127PE03,PE03,35410006-127,4546,9,USD,"1,578.73",0.1,1000,FALSE,"1,586.01","1,744.61",ADRIANO,0,0,,,N/A,REGULAR,FALSE
35410006-614SP13,SP13,35410006-614,4545,1,USD,"1,289.58",0.15,1000,FALSE,"1,289.85","1,483.33",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
35410006-614PE03,PE03,35410006-614,4545,9,USD,"1,330.26",0.1,1000,TRUE,"1,330.79","1,463.87",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
35410020-683SP13,SP13,35410020-683,4543,1,USD,"1,289.58",0.2,1000,TRUE,"1,289.85","1,547.82",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060139-1BA17,BA17,64060139-1,1541,10,USD,"1,118.90",0.15,1000,TRUE,"1,118.97","1,286.82",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060139-182SP13,SP13,64060139-182,1542,1,USD,"1,308.23",0.15,1000,TRUE,"1,182.37","1,359.72",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060139-10SP13,SP13,64060139-10,1544,1,USD,"1,245.96",0.15,1000,TRUE,"1,120.10","1,288.12",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060139-182SC04,SC04,64060139-182,1542,5,USD,"1,237.50",0.15,1000,FALSE,"1,111.58","1,278.32",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060139-1RS09,RS09,64060139-1,1541,6,USD,"1,111.56",0.15,1000,TRUE,"1,111.58","1,278.32",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060139-1RS08,RS08,64060139-1,1541,7,USD,"1,119.26",0.15,1000,TRUE,"1,119.33","1,287.23",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060070-1RS08,RS08,64060070-1,2330,7,USD,"2,287.22",0,1000,TRUE,"2,592.63","2,592.63",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060070-749RS08,RS08,64060070-749,2331,7,USD,"2,507.13",0,1000,TRUE,"2,828.20","2,828.20",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64060070-1SP14,SP14,64060070-1,2330,3,USD,"2,287.22",0,1000,TRUE,"2,592.63","2,592.63",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060070-749SP14,SP14,64060070-749,2331,3,USD,"2,401.11",0,1000,TRUE,"2,707.25","2,707.25",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64060070-504SP14,SP14,64060070-504,2334,3,USD,"2,401.46",0,1000,TRUE,"2,707.60","2,707.60",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64060105-482SP13,SP13,64060105-482,2508,1,USD,"9,698.36",0.3,1000,TRUE,"9,735.71","12,656.42",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060106-201SP13,SP13,64060106-201,2504,1,USD,"2,809.61",0.4,1000,TRUE,"2,828.61","3,960.05",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060106-52SP13,SP13,64060106-52,2502,1,USD,"2,956.91",0.4,1000,TRUE,"2,976.85","4,167.59",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64060106-482SP13,SP13,64060106-482,2506,1,USD,"2,926.75",0.4,1000,TRUE,"2,946.50","4,125.10",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64060084-1SP13,SP13,64060084-1,4051,1,USD,"3,029.14",0.14,1000,FALSE,"3,029.14","3,453.22",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64060084-201SP13,SP13,64060084-201,4052,1,USD,"3,077.06",0.15,1000,FALSE,"3,077.36","3,538.96",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64997000-1SC04,SC04,64997000-1,4196,5,USD,"2,908.46",0.15,1000,TRUE,"2,926.27","3,365.21",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64997000-1SP13,SP13,64997000-1,4196,1,USD,"3,033.87",0.15,1000,TRUE,"3,053.26","3,511.25",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64997000-10SP13,SP13,64997000-10,4198,1,USD,"3,145.32",0.15,1000,TRUE,"3,165.41","3,640.23",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64997000-116SP13,SP13,64997000-116,4199,1,USD,"3,145.32",0.15,1000,TRUE,"3,165.41","3,640.23",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64997000-200SP13,SP13,64997000-200,4197,1,USD,"3,145.32",0.15,1000,TRUE,"3,165.41","3,640.23",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64997000-41SP13,SP13,64997000-41,4195,1,USD,"3,278.41",0.15,1000,TRUE,"3,299.36","3,794.26",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64997000-16SP13,SP13,64997000-16,4200,1,USD,"3,180.73",0.15,1000,TRUE,"3,201.05","3,681.21",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64157001-524SP13,SP13,64157001-524,4758,1,BRL,"8,597.02",0.1,1000,TRUE,"7,804.94","8,585.43",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157002-1SP13,SP13,64157002-1,4759,1,BRL,"8,638.46",0.1,1000,TRUE,"7,842.42","8,626.66",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157002-201SP13,SP13,64157002-201,4760,1,BRL,"8,782.11",0.1,1000,TRUE,"7,990.03","8,789.03",ADRIANO,0,0,,,Repassar,REGULAR,TRUE
64157002-524SP13,SP13,64157002-524,4761,1,BRL,"8,597.02",0.1,1000,TRUE,"7,804.94","8,585.43",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157003-524SP13,SP13,64157003-524,4749,1,BRL,"8,597.02",0.1,1000,TRUE,"7,804.94","8,585.43",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157009-524SP13,SP13,64157009-524,4752,1,BRL,"8,597.02",0.1,1000,TRUE,"7,804.94","8,585.43",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157004-485SP13,SP13,64157004-485,4753,1,BRL,"7,617.60",0.1,1000,TRUE,"6,920.18","7,612.20",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157005-485SP13,SP13,64157005-485,4757,1,BRL,"7,617.60",0.1,1000,TRUE,"6,920.18","7,612.20",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157005-485RS08,RS08,64157005-485,4757,7,BRL,"7,711.00",0.1,1000,TRUE,"7,013.59","7,714.94",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157008-485SP13,SP13,64157008-485,4754,1,BRL,"7,617.60",0.1,1000,TRUE,"6,920.18","7,612.20",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157006-485SP13,SP13,64157006-485,4750,1,BRL,"8,892.12",0.1,1000,TRUE,"8,072.30","8,879.53",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157007-485SP13,SP13,64157007-485,4751,1,BRL,"8,892.12",0.1,1000,TRUE,"8,072.30","8,879.53",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
64157010-485SP13,SP13,64157010-485,4766,1,BRL,"11,938.37",0.1,1000,TRUE,"10,834.74","11,918.21",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
84830001-1SP12,SP12,84830001-1,5365,4,USD,"5,088.21",0.1,1000,TRUE,"5,118.76","5,630.64",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
84830001-1SP13,SP13,84830001-1,5365,1,USD,"5,106.90",0.1,1000,TRUE,"5,137.48","5,651.23",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
84830001-1RS08,RS08,84830001-1,5365,7,USD,"5,116.76",0.1,1000,TRUE,"5,147.40","5,662.14",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
84830004-1SP12,SP12,84830004-1,5366,4,USD,"5,008.87",0.1,1000,TRUE,"5,037.21","5,540.94",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
84830004-1SP13,SP13,84830004-1,5366,1,USD,"5,021.39",0.1,1000,TRUE,"5,049.88","5,554.87",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
84830003-1SP12,SP12,84830003-1,5364,4,USD,"3,541.31",0.1,1000,TRUE,"3,541.39","3,895.53",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
84830003-1SP13,SP13,84830003-1,5364,1,USD,"3,541.31",0.1,1000,TRUE,"3,541.39","3,895.53",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
84830002-219SP12,SP12,84830002-219,4426,4,USD,"13,933.61",0.1,1000,TRUE,"14,004.37","15,404.81",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
84830002-40SP12,SP12,84830002-40,4424,4,USD,"14,330.09",0.1,1000,TRUE,"14,403.37","15,843.71",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,TRUE
84830002-40SP13,SP13,84830002-40,4424,1,USD,"14,330.09",0.1,1000,TRUE,"14,403.37","15,843.71",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,TRUE
84900000-182SP13,SP13,84900000-182,641,1,USD,"151,093.34",0.1,1000,TRUE,"151,093.34","166,202.68",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66710021-152SP13,SP13,66710021-152,983,1,USD,"5,436.07",0.1,1000,FALSE,"5,436.34","5,979.98",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66710021-152RS08,RS08,66710021-152,983,7,USD,"5,562.35",0.1,1000,FALSE,"5,562.68","6,118.95",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66710025-152SP13,SP13,66710025-152,984,1,USD,"5,510.66",0.1,1000,TRUE,"5,540.13","6,094.14",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66310001-93SP13,SP13,66310001-93,985,1,USD,"6,582.26",0.1,1000,FALSE,"6,582.53","7,240.78",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66310003-93SP13,SP13,66310003-93,995,1,USD,"7,434.20",0.1,1000,FALSE,"7,434.47","8,177.92",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66310020-78SP13,SP13,66310020-78,1876,1,USD,"5,455.91",0.1,1000,TRUE,"5,488.54","6,037.40",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66310021-93SP13,SP13,66310021-93,1879,1,USD,"5,286.59",0.1,1000,FALSE,"5,286.86","5,815.54",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66710010-93SP13,SP13,66710010-93,1883,1,USD,"6,831.17",0.1,1000,TRUE,"6,373.90","7,011.29",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66310005-113SP13,SP13,66310005-113,#N/A,1,USD,"1,550,347.99",0.1,1000,FALSE,"1,550,348.26","1,705,383.09",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66710007-113SP13,SP13,66710007-113,#N/A,1,USD,"3,709.68",0.1,1000,FALSE,"3,709.94","4,080.94",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66710030-113SP13,SP13,66710030-113,#N/A,1,USD,"2,134.77",0.1,1000,FALSE,"2,135.04","2,348.54",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
66310004-93SP13,SP13,66310004-93,990,1,USD,"19,512.65",0.1,1000,FALSE,"19,512.92","21,464.21",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
61108310-91SC04,SC04,61108310-91,6019,5,USD,"3,190.41",0,1000,TRUE,"3,207.18","3,207.18",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108310-91SP13,SP13,61108310-91,6019,1,USD,"3,271.61",0,1000,TRUE,"3,289.32","3,289.32",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108311-91SC04,SC04,61108311-91,6020,5,USD,"2,863.85",0,1000,TRUE,"2,881.87","2,881.87",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108311-91SP13,SP13,61108311-91,6020,1,USD,"2,938.36",0,1000,TRUE,"2,957.32","2,957.32",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108313-91SC04,SC04,61108313-91,6026,5,USD,"3,648.28",0,1000,TRUE,"3,667.42","3,667.42",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108313-91SP13,SP13,61108313-91,6026,1,USD,"3,729.49",0,1000,TRUE,"3,749.57","3,749.57",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108322-91SC04,SC04,61108322-91,6023,5,USD,"3,597.56",0,1000,TRUE,"3,619.24","3,619.24",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108322-91SP13,SP13,61108322-91,6023,1,USD,"3,673.59",0,1000,TRUE,"3,696.20","3,696.20",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108321-91SC04,SC04,61108321-91,5702,5,USD,"3,384.66",0,1000,TRUE,"3,402.43","3,402.43",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108321-91SP13,SP13,61108321-91,5702,1,USD,"3,465.86",0,1000,TRUE,"3,484.58","3,484.58",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108320-91SC04,SC04,61108320-91,5701,5,USD,"3,259.78",0,1000,TRUE,"3,276.91","3,276.91",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108320-91SP13,SP13,61108320-91,5701,1,USD,"3,340.99",0,1000,TRUE,"3,359.06","3,359.06",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108319-91SC04,SC04,61108319-91,5700,5,USD,"3,689.91",0,1000,TRUE,"3,709.26","3,709.26",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108319-91SP13,SP13,61108319-91,5700,1,USD,"3,771.11",0,1000,TRUE,"3,791.41","3,791.41",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108318-93SC04,SC04,61108318-93,6036,5,USD,"7,713.66",0,1000,TRUE,"7,753.83","7,753.83",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108318-93SP13,SP13,61108318-93,6036,1,USD,"7,794.86",0,1000,TRUE,"7,835.98","7,835.98",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108308-91SC04,SC04,61108308-91,6018,5,USD,"3,245.91",0,1000,TRUE,"3,262.97","3,262.97",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108308-91SP13,SP13,61108308-91,6018,1,USD,"3,327.11",0,1000,TRUE,"3,345.11","3,345.11",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108306-91SC04,SC04,61108306-91,6016,5,USD,"3,315.28",0,1000,TRUE,"3,332.70","3,332.70",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108306-91SP13,SP13,61108306-91,6016,1,USD,"3,396.49",0,1000,TRUE,"3,414.84","3,414.84",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108323-91SC04,SC04,61108323-91,6017,5,USD,"3,315.28",0,1000,TRUE,"3,332.70","3,332.70",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108323-91SP13,SP13,61108323-91,6017,1,USD,"3,396.49",0,1000,TRUE,"3,414.84","3,414.84",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108324-91SC04,SC04,61108324-91,6028,5,USD,"3,523.41",0,1000,TRUE,"3,541.90","3,541.90",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108324-91SP13,SP13,61108324-91,6028,1,USD,"3,604.61",0,1000,TRUE,"3,624.05","3,624.05",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108325-91SC04,SC04,61108325-91,6030,5,USD,"3,386.57",0,1000,TRUE,"3,405.92","3,405.92",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108325-91SP13,SP13,61108325-91,6030,1,USD,"3,464.62",0,1000,TRUE,"3,484.90","3,484.90",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108326-91SC04,SC04,61108326-91,6032,5,USD,"3,259.78",0,1000,TRUE,"3,276.91","3,276.91",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108326-91SP13,SP13,61108326-91,6032,1,USD,"3,340.99",0,1000,TRUE,"3,359.06","3,359.06",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108327-93SC04,SC04,61108327-93,2339,5,USD,"2,524.41",0,1000,TRUE,"2,537.73","2,537.73",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108327-93SP13,SP13,61108327-93,2339,1,USD,"2,605.61",0,1000,TRUE,"2,619.88","2,619.88",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108305-91SC04,SC04,61108305-91,6014,5,USD,"3,578.91",0,1000,TRUE,"3,597.69","3,597.69",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108305-91SP13,SP13,61108305-91,6014,1,USD,"3,660.11",0,1000,TRUE,"3,679.83","3,679.83",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108328-91SC04,SC04,61108328-91,6025,5,USD,"3,379.67",0,1000,TRUE,"3,400.96","3,400.96",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108328-91SP13,SP13,61108328-91,6025,1,USD,"3,454.04",0,1000,TRUE,"3,476.28","3,476.28",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108329-91SC04,SC04,61108329-91,6015,5,USD,"3,578.91",0,1000,TRUE,"3,597.69","3,597.69",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108329-91SP13,SP13,61108329-91,6015,1,USD,"3,660.11",0,1000,TRUE,"3,679.83","3,679.83",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108330-91SC04,SC04,61108330-91,6022,5,USD,"3,828.66",0,1000,TRUE,"3,848.73","3,848.73",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108330-91SP13,SP13,61108330-91,6022,1,USD,"3,909.86",0,1000,TRUE,"3,930.87","3,930.87",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108331-91SC04,SC04,61108331-91,6024,5,USD,"3,424.41",0,1000,TRUE,"3,447.18","3,447.18",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108331-91SP13,SP13,61108331-91,6024,1,USD,"3,496.78",0,1000,TRUE,"3,520.48","3,520.48",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108314-91SC04,SC04,61108314-91,6027,5,USD,"3,312.23",0,1000,TRUE,"3,333.47","3,333.47",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108314-91SP13,SP13,61108314-91,6027,1,USD,"3,385.95",0,1000,TRUE,"3,408.13","3,408.13",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108332-91SC04,SC04,61108332-91,6029,5,USD,"3,140.01",0,1000,TRUE,"3,160.91","3,160.91",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108332-91SP13,SP13,61108332-91,6029,1,USD,"3,212.38",0,1000,TRUE,"3,234.21","3,234.21",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108333-91SC04,SC04,61108333-91,6031,5,USD,"3,523.41",0,1000,TRUE,"3,541.90","3,541.90",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108333-91SP13,SP13,61108333-91,6031,1,USD,"3,604.61",0,1000,TRUE,"3,624.05","3,624.05",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108334-91SC04,SC04,61108334-91,6033,5,USD,"3,259.78",0,1000,TRUE,"3,276.91","3,276.91",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108334-91SP13,SP13,61108334-91,6033,1,USD,"3,340.99",0,1000,TRUE,"3,359.06","3,359.06",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108335-91SC04,SC04,61108335-91,6034,5,USD,"3,273.66",0,1000,TRUE,"3,290.86","3,290.86",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108335-91SP13,SP13,61108335-91,6034,1,USD,"3,354.86",0,1000,TRUE,"3,373.00","3,373.00",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108336-91SC04,SC04,61108336-91,4605,5,USD,"4,661.16",0,1000,TRUE,"4,685.54","4,685.54",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108336-91SP13,SP13,61108336-91,4605,1,USD,"4,742.36",0,1000,TRUE,"4,767.68","4,767.68",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108337-91SC04,SC04,61108337-91,6035,5,USD,"3,731.58",0,1000,TRUE,"3,731.81","3,731.81",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108337-91SP13,SP13,61108337-91,6035,1,USD,"3,805.37",0,1000,TRUE,"3,806.08","3,806.08",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108338-91SC04,SC04,61108338-91,2340,5,USD,"3,353.30",0,1000,TRUE,"3,353.54","3,353.54",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108338-91SP13,SP13,61108338-91,2340,1,USD,"3,427.10",0,1000,TRUE,"3,427.80","3,427.80",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108339-91SC04,SC04,61108339-91,6021,5,USD,"2,735.45",0,1000,TRUE,"2,735.68","2,735.68",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108339-91SP13,SP13,61108339-91,6021,1,USD,"2,809.24",0,1000,TRUE,"2,809.95","2,809.95",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108340-91SC04,SC04,61108340-91,2341,5,USD,"4,929.46",0,1000,TRUE,"4,929.69","4,929.69",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
61108340-91SP13,SP13,61108340-91,2341,1,USD,"5,003.25",0,1000,TRUE,"5,003.96","5,003.96",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740040-10SC04,SC04,66740040-10,930,5,EUR,"3,208.70",0,1000,TRUE,"3,229.64","3,229.64",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740040-10SP13,SP13,66740040-10,930,1,EUR,"3,274.43",0,1000,TRUE,"3,296.22","3,296.22",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740040-41SP13,SP13,66740040-41,928,1,EUR,"3,274.43",0,1000,TRUE,"3,296.22","3,296.22",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740041-93SC04,SC04,66740041-93,33,5,EUR,"6,921.77",0,1000,TRUE,"6,965.33","6,965.33",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740041-93SP13,SP13,66740041-93,33,1,EUR,"6,988.55",0,1000,TRUE,"7,032.95","7,032.95",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740042-87SC04,SC04,66740042-87,34,5,EUR,"8,417.44",0,1000,TRUE,"8,467.76","8,467.76",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740042-87SP13,SP13,66740042-87,34,1,EUR,"8,485.90",0,1000,TRUE,"8,537.06","8,537.06",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740043-10SC04,SC04,66740043-10,2521,5,EUR,"5,244.79",0,1000,TRUE,"5,277.31","5,277.31",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740043-10SP13,SP13,66740043-10,2521,1,EUR,"5,312.12",0,1000,TRUE,"5,345.48","5,345.48",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740044-10SC04,SC04,66740044-10,3799,5,EUR,"4,120.78",0,1000,TRUE,"4,120.99","4,120.99",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740044-10SP13,SP13,66740044-10,3799,1,EUR,"4,187.20",0,1000,TRUE,"4,187.83","4,187.83",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740045-93SC04,SC04,66740045-93,5751,5,EUR,"3,709.33",0,1000,TRUE,"3,738.36","3,738.36",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
66740045-93SP13,SP13,66740045-93,5751,1,EUR,"3,768.93",0,1000,TRUE,"3,798.81","3,798.81",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
81520000-87SP13,SP13,81520000-87,2432,1,USD,"16,460.59",0.25,1000,TRUE,"16,460.86","20,576.08",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
81520000-87RS08,RS08,81520000-87,2432,7,USD,"16,566.62",0.25,1000,TRUE,"16,567.56","20,709.45",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
81520004-87SP13,SP13,81520004-87,2433,1,USD,"18,175.80",0.25,1000,TRUE,"18,266.96","22,833.71",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
81520008-87SP13,SP13,81520008-87,2434,1,USD,"14,059.47",0.2,1000,TRUE,"14,059.74","16,871.69",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
81520007-68SP13,SP13,81520007-68,2435,1,USD,"28,725.77",0.2,1000,TRUE,"28,726.04","34,471.25",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
81520001-87SP13,SP13,81520001-87,2437,1,USD,"7,531.06",0.2,1000,TRUE,"7,571.06","9,085.27",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
81520001-87SC04,SC04,81520001-87,2437,5,USD,"7,632.38",0.2,1000,TRUE,"7,673.19","9,207.82",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
81520001-87RS08,RS08,81520001-87,2437,7,USD,"7,646.74",0.2,1000,TRUE,"7,688.09","9,225.71",ADRIANO,0,0,,,Repassar,REGULAR,FALSE
81520002-87SP13,SP13,81520002-87,2439,1,USD,"8,664.14",0.2,1000,TRUE,"8,075.07","9,690.08",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
81520003-87SP13,SP13,81520003-87,2438,1,USD,"14,688.38",0.2,1000,TRUE,"14,688.57","17,626.28",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
62110150-87SP13,SP13,62110150-87,2436,1,USD,"10,211.90",0.2,1000,TRUE,"10,259.34","12,311.21",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
74132004-210SP13,SP13,74132004-210,722,1,USD,"41,895.99",0.2,1000,TRUE,"41,895.99","50,275.19",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
82550005-141SP13,SP13,82550005-141,1661,1,USD,"22,623.67",0.2,1000,TRUE,"22,623.93","27,148.72",ADRIANO,0,0,,,Repassar,CONTRA PEDIDO,FALSE
