chave,CD,sku,id_prod,id_dc,moeda,preco,politica,por,atualizado,pp mes anterior,fob net anterior,analista,lead team,q min,reajuste,reajuste,coment,apoio sobre demanda,frac/FALSE
81510019-174SP13,SP13,81510019-174,688,1,USD,"3,995.92",0.45,1000,TRUE,"4,021.37","5,830.99",MARCOS,30,0,,,Seguir pol?tica,Regular,TRUE
81510019-51SP13,SP13,81510019-51,690,1,USD,"3,904.87",0.21,1000,TRUE,"3,929.75","4,754.99",MARCOS,30,0,,,Seguir pol?tica,Regular,TRUE
81510019-10SP13,SP13,81510019-10,693,1,USD,"2,855.97",0.36,1000,TRUE,"2,855.97","3,884.12",MARCOS,30,0,,,Seguir pol?tica,Regular,FALSE
81510009-288SP13,SP13,81510009-288,698,1,USD,"2,861.07",0.47,1000,TRUE,"2,861.17","4,205.92",MARCOS,30,0,,,Seguir pol?tica,Regular,TRUE
81510009-174SP13,SP13,81510009-174,695,1,USD,"3,056.25",0.42,1000,TRUE,"3,057.59","4,341.78",MARCOS,30,0,,,Seguir pol?tica,Regular,TRUE
81510009-51SP13,SP13,81510009-51,697,1,USD,"3,629.39",0.33,1000,TRUE,"3,630.16","4,828.11",MARCOS,30,0,,,Seguir pol?tica,Regular,TRUE
81510009-10SP13,SP13,81510009-10,702,1,USD,"2,818.12",0.33,1000,TRUE,"2,818.12","3,748.10",MARCOS,30,0,,,Seguir pol?tica,Regular,FALSE
81510029-457SP13,SP13,81510029-457,704,1,USD,"4,814.09",0.36,1000,TRUE,"4,815.41","6,548.96",MARCOS,30,200,,,Seguir pol?tica,CONTRA PEDIDO,TRUE
81510029-10SP13,SP13,81510029-10,705,1,USD,"4,560.92",0.25,1000,TRUE,"4,560.92","5,701.15",MARCOS,30,200,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
81510010-211SP13,SP13,81510010-211,729,1,USD,"36,101.39",0.27,1000,TRUE,"32,196.94","40,890.12",MARCOS,30,0,,,Seguir pol?tica,Regular,FALSE
81510010-447SP13,SP13,81510010-447,728,1,USD,"36,675.99",0.295,1000,TRUE,"32,733.85","42,390.34",MARCOS,30,0,,,Seguir pol?tica,Regular,TRUE
81510034-41SP13,SP13,81510034-41,680,1,USD,"10,872.65",0.3,1000,TRUE,"10,874.44","14,136.77",MARCOS,90,0,,,Seguir pol?tica,Regular,TRUE
81510034-225SP13,SP13,81510034-225,681,1,USD,"10,516.54",0.33,1000,TRUE,"10,516.73","13,987.25",MARCOS,90,0,,,Seguir pol?tica,Regular,FALSE
81510031-10SP13,SP13,81510031-10,687,1,USD,"4,401.34",0.16,1000,TRUE,"4,401.61","5,105.87",MARCOS,90,1600,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
81510031-65SP13,SP13,81510031-65,685,1,USD,"4,652.92",0.15,1000,TRUE,"4,654.51","5,352.69",MARCOS,90,1600,,,Seguir pol?tica,CONTRA PEDIDO,TRUE
81510018-37SP13,SP13,81510018-37,711,1,USD,"14,351.95",0.15,1000,TRUE,"14,443.36","16,609.86",MARCOS,90,,,,Seguir pol?tica,CONTRA PEDIDO,TRUE
81510018-288SP13,SP13,81510018-288,712,1,USD,"14,278.50",0.15,1000,TRUE,"14,369.44","16,524.86",MARCOS,90,,,,Seguir pol?tica,CONTRA PEDIDO,TRUE
81510018-10SP13,SP13,81510018-10,714,1,USD,"13,995.13",0.15,1000,TRUE,"14,084.27","16,196.91",MARCOS,90,,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
74132005-36SP13,SP13,74132005-36,715,1,USD,"7,963.54",0.25,1000,TRUE,"8,282.08","10,352.60",MARCOS,80,,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
81510014-288SP13,SP13,81510014-288,717,1,USD,"26,089.21",0.16,1000,TRUE,"26,446.08","30,677.45",MARCOS,90,0,,,Seguir pol?tica,Regular,TRUE
81510014-174SP13,SP13,81510014-174,718,1,USD,"26,161.55",0.16,1000,TRUE,"26,518.88","30,761.90",MARCOS,90,0,,,Seguir pol?tica,Regular,TRUE
81510014-15SP13,SP13,81510014-15,719,1,USD,"25,691.05",0.16,1000,TRUE,"26,043.50","30,210.46",MARCOS,90,0,,,Seguir pol?tica,Regular,FALSE
74132006-93SP13,SP13,74132006-93,727,1,USD,"41,963.99",0.15,1000,TRUE,"41,965.63","48,260.47",MARCOS,90,300,,,Seguir pol?tica,CONTRA PEDIDO,TRUE
74132006-482SP13,SP13,74132006-482,2909,1,USD,"41,337.04",0.15,1000,FALSE,"41,337.32","47,537.91",MARCOS,90,300,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
81510021-116SP13,SP13,81510021-116,#N/A,1,USD,"4,227.18",0.33,1000,TRUE,"4,227.18","5,622.16",MARCOS,30,0,,,Seguir pol?tica,Regular,FALSE
64060115-51SP13,SP13,64060115-51,4855,1,USD,"3,263.13",0,1000,TRUE,"3,263.13","3,263.13",MARCOS,,0,,,Seguir pol?tica,Descontinuado,FALSE
64060115-52SP13,SP13,64060115-52,4854,1,USD,"3,548.38",0,1000,TRUE,"3,548.38","3,548.38",MARCOS,,0,,,Seguir pol?tica,Descontinuado,FALSE
64060115-233SP13,SP13,64060115-233,4857,1,USD,"3,263.13",0,1000,TRUE,"3,263.13","3,263.13",MARCOS,,0,,,Seguir pol?tica,Descontinuado,FALSE
74132000-51SP13,SP13,74132000-51,3771,1,USD,"5,691.53",0,1000,TRUE,"5,692.28","5,692.28",MARCOS,,0,,,Seguir pol?tica,Descontinuado,TRUE
77122051-29SP13,SP13,77122051-29,2354,1,USD,"7,567.84",0,1000,TRUE,"7,568.10","7,568.10",MARCOS,,0,,,Seguir pol?tica,Descontinuado,FALSE
77122050-37SP13,SP13,77122050-37,5898,1,USD,"8,354.63",0,1000,TRUE,"8,354.89","8,354.89",MARCOS,,0,,,Seguir pol?tica,Descontinuado,FALSE
66170001-91SP13,SP13,66170001-91,6142,1,USD,"8,897.74",0.35,1000,TRUE,"8,973.77","12,114.60",MARCELA,120,20,,,Seguir pol?tica,REGULAR,FALSE
66170001-447SP13,SP13,66170001-447,6140,1,USD,"9,221.93",0.25,1000,TRUE,"9,300.03","11,625.04",MARCELA,120,5,,,Seguir pol?tica,REGULAR,TRUE
66170311-36SP13,SP13,66170311-36,6126,1,USD,"10,115.94",0.4,1000,TRUE,"10,177.91","14,249.08",MARCELA,120,50,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66170311-447SP13,SP13,66170311-447,6125,1,USD,"10,272.20",0.4,1000,FALSE,"10,274.66","14,384.52",MARCELA,120,50,,,Seguir pol?tica,CONTRA PEDIDO,TRUE
66170419-91SP13,SP13,66170419-91,6135,1,USD,"9,970.85",0.25,1000,TRUE,"10,145.57","12,681.96",MARCELA,120,20,,,Seguir pol?tica,REGULAR,FALSE
66170419-53SP13,SP13,66170419-53,6134,1,USD,"10,295.04",0.25,1000,TRUE,"10,471.82","13,089.78",MARCELA,120,5,,,Seguir pol?tica,REGULAR,TRUE
66170516-91SP13,SP13,66170516-91,6131,1,USD,"10,418.55",0.25,1000,TRUE,"10,518.42","13,148.02",MARCELA,120,20,,,Seguir pol?tica,REGULAR,FALSE
66170516-53SP13,SP13,66170516-53,6129,1,USD,"10,742.74",0.25,1000,TRUE,"11,898.95","14,873.68",MARCELA,120,5,,,Seguir pol?tica,REGULAR,TRUE
66170613-103SP13,SP13,66170613-103,6145,1,USD,"11,318.78",0.25,1000,TRUE,"11,248.20","14,060.25",MARCELA,120,22,,,Seguir pol?tica,REGULAR,FALSE
66170717-91SP13,SP13,66170717-91,6147,1,USD,"9,909.20",0.25,1000,TRUE,"9,916.68","12,395.85",MARCELA,120,20,,,Seguir pol?tica,REGULAR,FALSE
66170717-53SP13,SP13,66170717-53,6146,1,USD,"10,316.44",0.25,1000,TRUE,"11,689.49","14,611.87",MARCELA,120,5,,,Seguir pol?tica,REGULAR,TRUE
66360003-91SP13,SP13,66360003-91,6045,1,USD,"10,334.41",0.1,1000,TRUE,"10,400.23","11,440.25",MARCELA,120,20,,,Seguir pol?tica,REGULAR,FALSE
66420113-91SP13,SP13,66420113-91,6043,1,USD,"7,329.46",0.25,1000,TRUE,"7,392.44","9,240.55",MARCELA,120,20,,,Seguir pol?tica,REGULAR,FALSE
66750011-53SP13,SP13,66750011-53,6137,1,USD,"7,177.19",0.1,1000,TRUE,"7,222.91","7,945.20",MARCELA,120,20,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66750011-193SP13,SP13,66750011-193,6139,1,USD,"6,946.26",0.1,1000,TRUE,"6,990.50","7,689.55",MARCELA,120,20,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66750011-91SP13,SP13,66750011-91,6138,1,USD,"6,698.66",0.3,1000,TRUE,"6,741.32","8,763.72",MARCELA,120,20,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66750002-36SP13,SP13,66750002-36,2812,1,USD,"5,995.46",0.926694977,1000,TRUE,"6,033.65","11,625.00",MARCELA,120,50,,,Seguir pol?tica,DESCONTINUADO,FALSE
66750004-36SP13,SP13,66750004-36,6127,1,USD,"4,372.44",0.4,1000,TRUE,"4,400.29","6,160.40",MARCELA,120,50,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66750005-91SP13,SP13,66750005-91,6047,1,USD,"9,247.45",0.25,1000,FALSE,"9,247.72","11,559.65",MARCELA,120,20,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
75128011-346SP13,SP13,75128011-346,973,1,USD,"47,424.73",0.465,1000,FALSE,"46,617.44","68,294.55",MARCELA,105,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
75128012-76SP13,SP13,75128012-76,974,1,USD,"26,493.75",0.5,1000,FALSE,"26,719.42","40,079.13",MARCELA,105,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
75128009-346SP13,SP13,75128009-346,979,1,USD,"25,921.35",0.3,1000,FALSE,"26,583.22","34,558.18",MARCELA,110,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66129014-79SP13,SP13,66129014-79,2368,1,USD,"11,608.52",0.5,1000,FALSE,"18,626.46","27,939.69",MARCELA,105,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
74129003-327SP13,SP13,74129003-327,3686,1,USD,"72,194.58",0.2,1000,FALSE,"72,194.85","86,633.82",MARCELA,120,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66129011-79SP13,SP13,66129011-79,3749,1,USD,"9,917.64",0.1,1000,TRUE,"9,237.71","10,161.48",MARCELA,135,25,,,Seguir pol?tica,REGULAR,FALSE
66129013-079SP13,SP13,66129013-079,3751,1,USD,"11,396.39",0.4,1000,TRUE,"11,396.66","15,955.33",MARCELA,135,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66129015-93SP13,SP13,66129015-93,3752,1,USD,"13,143.21",0.4,1000,TRUE,"13,270.67","18,578.94",MARCELA,135,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66129010-79SP13,SP13,66129010-79,3753,1,USD,"17,245.96",0.5,1000,FALSE,"17,246.23","25,869.34",MARCELA,135,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66129002-79SP13,SP13,66129002-79,3754,1,USD,"30,472.67",0.5,1000,TRUE,"30,666.76","46,000.14",MARCELA,135,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66129012-79SP13,SP13,66129012-79,3755,1,USD,"36,244.92",0.5,1000,TRUE,"36,475.78","54,713.66",MARCELA,135,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66129000-79SP13,SP13,66129000-79,3756,1,USD,"16,022.91",0.4,1000,TRUE,"16,124.97","22,574.95",MARCELA,135,25,,,Seguir pol?tica,REGULAR,FALSE
66129001-354SP13,SP13,66129001-354,3757,1,USD,"20,151.13",0.7,1000,FALSE,"20,151.40","34,257.38",MARCELA,150,15,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
66129004-79SP13,SP13,66129004-79,3758,1,USD,"19,780.61",0.5,1000,FALSE,"19,906.60","29,859.91",MARCELA,0,0,,,Seguir pol?tica,DESCONTINUADO,FALSE
66129003-79SP13,SP13,66129003-79,3759,1,USD,"20,935.77",0.5,1000,FALSE,"20,936.03","31,404.05",MARCELA,95,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
74129008-322SP13,SP13,74129008-322,3685,1,USD,"58,489.56",0.2,1000,TRUE,"58,816.60","70,579.92",MARCELA,105,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
74148006-525SP13,SP13,74148006-525,3730,1,USD,"17,213.68",0.3,1000,TRUE,"19,493.29","25,341.27",MARCELA,135,25,,,Seguir pol?tica,REGULAR,FALSE
74129004-93SP13,SP13,74129004-93,3732,1,USD,"48,884.22",0.35,1000,FALSE,"15,827.69","21,367.38",MARCELA,135,25,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
74129004-38SP13,SP13,74129004-38,3731,1,USD,"49,206.57",0.35,1000,FALSE,"16,152.08","21,805.31",MARCELA,135,25,,,Seguir pol?tica,CONTRA PEDIDO,TRUE
74129006-77SP13,SP13,74129006-77,3734,1,USD,"19,759.34",0.3,1000,TRUE,"19,883.88","25,849.04",MARCELA,135,20,,,Seguir pol?tica,REGULAR,FALSE
74129006-53SP13,SP13,74129006-53,3735,1,USD,"20,081.68",0.3,1000,TRUE,"20,208.27","26,270.76",MARCELA,135,5,,,Seguir pol?tica,REGULAR,TRUE
74129002-525SP13,SP13,74129002-525,3739,1,USD,"26,107.71",0.4,1000,TRUE,"26,271.99","36,780.79",MARCELA,135,25,,,Seguir pol?tica,REGULAR,FALSE
74129002-303SP13,SP13,74129002-303,3737,1,USD,"27,690.48",0.4,1000,TRUE,"28,041.67","39,258.33",MARCELA,135,2,,,Seguir pol?tica,REGULAR,TRUE
74129000-347SP13,SP13,74129000-347,3741,1,USD,"17,848.69",0.5,1000,TRUE,"18,039.80","27,059.70",MARCELA,135,25,,,Seguir pol?tica,REGULAR,FALSE
74129000-447SP13,SP13,74129000-447,3740,1,USD,"27,014.99",0.5,1000,TRUE,"27,356.00","41,034.01",MARCELA,135,5,,,Seguir pol?tica,REGULAR,TRUE
74129007-468SP13,SP13,74129007-468,4636,1,USD,"88,057.51",0.6,1000,TRUE,"88,618.39","141,789.42",MARCELA,105,20,,,Seguir pol?tica,CONTRA PEDIDO,TRUE
74129007-76SP13,SP13,74129007-76,4637,1,USD,"43,388.92",0.7,1000,TRUE,"43,389.19","73,761.62",MARCELA,105,20,,,Seguir pol?tica,CONTRA PEDIDO,FALSE
64060134-201SP13,SP13,64060134-201,170,1,USD,"1,409.06",0.1,1000,TRUE,"1,356.87","1,492.56",DEISE,0,0,,,seguir pol?tica,REGULAR,FALSE
64060134-52SP13,SP13,64060134-52,168,1,USD,"1,610.13",0.1,1000,TRUE,"1,611.08","1,772.19",DEISE,0,0,,,seguir pol?tica,REGULAR,TRUE
64060131-261SP13,SP13,64060131-261,174,1,USD,"3,188.46",0.1,1000,TRUE,"3,196.28","3,515.91",DEISE,0,2340,,,seguir pol?tica,REGULAR,FALSE
74148005-525SP13,SP13,74148005-525,3726,1,USD,"25,752.86",0,1000,TRUE,"25,877.39","25,877.39",DEISE,135,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66128012-346SP13,SP13,66128012-346,975,1,USD,"29,721.06",0,1000,TRUE,"29,721.32","29,721.32",DEISE,95,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128019-346SP13,SP13,75128019-346,977,1,USD,"16,300.28",0,1000,TRUE,"16,300.55","16,300.55",DEISE,110,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128025-346SP13,SP13,75128025-346,#N/A,1,USD,"17,412.03",0,1000,TRUE,"17,412.30","17,412.30",DEISE,100,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128022-178SP13,SP13,75128022-178,978,1,USD,"21,074.28",0,1000,TRUE,"21,074.55","21,074.55",DEISE,110,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128026-346SP13,SP13,75128026-346,#N/A,1,USD,"24,852.75",0,1000,TRUE,"24,853.01","24,853.01",DEISE,100,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128003-346SP13,SP13,75128003-346,980,1,USD,"29,855.03",0,1000,TRUE,"29,855.30","29,855.30",DEISE,95,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110349-526SP13,SP13,62110349-526,1005,1,USD,"8,262.36",0.4,1000,TRUE,"8,314.99","11,640.98",DEISE,110,1000,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110057-68SP13,SP13,62110057-68,1007,1,USD,"7,717.27",0.4,1000,FALSE,"7,717.27","10,804.18",DEISE,,20,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110058-68SP13,SP13,62110058-68,1008,1,USD,"4,408.07",0.4,1000,FALSE,"4,436.15","6,210.60",DEISE,110,1000,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110048-68SP13,SP13,62110048-68,1011,1,USD,"13,667.79",0.4,1000,FALSE,"13,668.07","19,135.29",DEISE,110,1000,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
76134004-526SP13,SP13,76134004-526,1010,1,USD,"5,798.28",0.4,1000,FALSE,"5,798.28","8,117.59",DEISE,,20,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
76134006-93SP13,SP13,76134006-93,2367,1,USD,"26,977.09",0,1000,TRUE,"26,294.58","26,294.58",DEISE,110,800,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110253-324SP13,SP13,62110253-324,3687,1,USD,"78,118.41",0,1000,TRUE,"75,769.58","75,769.58",DEISE,150,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128021-324SP13,SP13,75128021-324,3688,1,USD,"134,436.52",0.3,1000,TRUE,"132,239.63","171,911.52",DEISE,150,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128018-324SP13,SP13,75128018-324,3689,1,USD,"56,933.65",0,1000,FALSE,"56,933.65","56,933.65",DEISE,150,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66128010-374SP13,SP13,66128010-374,3727,1,USD,"14,778.63",0,1000,TRUE,"14,872.76","14,872.76",DEISE,150,25,,,Consultar pol?tica,REGULAR,FALSE
74129005-93SP13,SP13,74129005-93,3729,1,USD,"25,599.94",0,1000,TRUE,"25,722.91","25,722.91",DEISE,150,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66128009-546SP13,SP13,66128009-546,3742,1,USD,"8,621.50",0,1000,FALSE,"8,676.42","8,676.42",DEISE,,,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66128009-374SP13,SP13,66128009-374,3743,1,USD,"18,167.81",0,1000,TRUE,"19,355.56","19,355.56",DEISE,150,25,,,Consultar pol?tica,REGULAR,FALSE
66128008-76SP13,SP13,66128008-76,3747,1,USD,"19,448.24",0,1000,TRUE,"19,963.43","19,963.43",DEISE,150,20,,,Consultar pol?tica,REGULAR,FALSE
75128014-553SP13,SP13,75128014-553,3748,1,USD,"32,968.80",0,1000,TRUE,"32,969.07","32,969.07",DEISE,150,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128002-346SP13,SP13,75128002-346,4623,1,USD,"18,833.89",0,1000,TRUE,"18,834.15","18,834.15",DEISE,100,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128015-68SP13,SP13,75128015-68,4627,1,USD,"23,889.60",0,1000,TRUE,"23,889.87","23,889.87",DEISE,110,20,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66128005-346SP13,SP13,66128005-346,4628,1,USD,"21,930.61",0,1000,TRUE,"22,068.03","22,068.03",DEISE,110,25,,,Consultar pol?tica,REGULAR,FALSE
66128006-346SP13,SP13,66128006-346,4629,1,USD,"19,212.97",0,1000,TRUE,"19,337.20","19,337.20",DEISE,110,25,,,Consultar pol?tica,REGULAR,FALSE
66128007-346SP13,SP13,66128007-346,4631,1,USD,"26,577.06",0,1000,TRUE,"26,871.23","26,871.23",DEISE,110,25,,,Consultar pol?tica,REGULAR,FALSE
66128011-346SP13,SP13,66128011-346,4632,1,USD,"20,376.33",0,1000,TRUE,"20,236.20","20,236.20",DEISE,110,25,,,Consultar pol?tica,REGULAR,FALSE
75128004-346SP13,SP13,75128004-346,4638,1,USD,"31,293.35",0,1000,TRUE,"31,293.61","31,293.61",DEISE,110,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128017-346SP13,SP13,75128017-346,4639,1,USD,"22,887.06",0,1000,TRUE,"22,887.33","22,887.33",DEISE,110,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128020-346SP13,SP13,75128020-346,4634,1,USD,"16,674.85",0,1000,TRUE,"16,675.11","16,675.11",DEISE,150,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110457-472SP13,SP13,62110457-472,4640,1,USD,"29,534.43",0,1000,TRUE,"29,534.70","29,534.70",DEISE,110,20,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110377-553SP13,SP13,62110377-553,6258,1,USD,"62,317.83",0.6,1000,FALSE,"62,318.10","99,708.95",DEISE,150,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110174-460SP13,SP13,62110174-460,6259,1,USD,"16,616.84",0.6,1000,TRUE,"16,719.30","26,750.88",DEISE,150,25,,,Consultar pol?tica,REGULAR,FALSE
62110340-460SP13,SP13,62110340-460,6260,1,USD,"18,624.45",0.6,1000,TRUE,"18,624.72","29,799.55",DEISE,150,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128008-346SP13,SP13,75128008-346,3690,1,USD,"29,224.98",0,1000,FALSE,"29,224.98","29,224.98",DEISE,120,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128010-346SP13,SP13,75128010-346,3691,1,USD,"24,006.23",0,1000,TRUE,"24,006.23","24,006.23",DEISE,120,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
76134005-93SP13,SP13,76134005-93,3728,1,USD,"24,231.82",0,1000,TRUE,"13,806.21","13,806.21",DEISE,,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66128000-346SP13,SP13,66128000-346,4619,1,USD,"15,138.71",0,1000,TRUE,"15,230.90","15,230.90",DEISE,50,25,,,Consultar pol?tica,REGULAR,FALSE
66128001-346SP13,SP13,66128001-346,4620,1,USD,"14,738.65",0,1000,TRUE,"14,828.49","14,828.49",DEISE,50,25,,,Consultar pol?tica,REGULAR,FALSE
66128004-346SP13,SP13,66128004-346,4621,1,USD,"13,753.46",0,1000,TRUE,"13,838.17","13,838.17",DEISE,50,25,,,Consultar pol?tica,REGULAR,FALSE
66128002-346SP13,SP13,66128002-346,4622,1,USD,"13,953.71",0,1000,TRUE,"14,037.42","14,037.42",DEISE,50,25,,,Consultar pol?tica,REGULAR,FALSE
66128003-346SP13,SP13,66128003-346,4624,1,USD,"15,080.43",0,1000,TRUE,"15,174.89","15,174.89",DEISE,50,25,,,Consultar pol?tica,REGULAR,FALSE
75128000-76SP13,SP13,75128000-76,4626,1,USD,"26,204.42",0,1000,TRUE,"26,204.42","26,204.42",DEISE,50,20,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
62110110-346SP13,SP13,62110110-346,4641,1,USD,"31,557.73",0.4,1000,TRUE,"31,753.37","44,454.72",DEISE,50,25,,,Consultar pol?tica,REGULAR,FALSE
75128007-346SP13,SP13,75128007-346,4642,1,USD,"14,736.75",0,1000,TRUE,"14,736.75","14,736.75",DEISE,50,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
75128006-672SP13,SP13,75128006-672,5476,1,USD,"22,800.26",0,1000,TRUE,"22,806.44","22,806.44",DEISE,50,17,,,Consultar pol?tica,REGULAR,FALSE
75128023-346SP13,SP13,75128023-346,4635,1,USD,"15,035.21",0,1000,FALSE,"15,035.21","15,035.21",DEISE,50,25,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
64060096-93SP13,SP13,64060096-93,749,1,USD,"3,072.74",0,1000,FALSE,"3,073.01","3,073.01",DEISE,95,,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
64060097-93SP13,SP13,64060097-93,748,1,USD,"2,866.90",0,1000,TRUE,"2,885.17","2,885.17",DEISE,95,,,,Consultar pol?tica,REGULAR,FALSE
64060092-93SP13,SP13,64060092-93,750,1,USD,"2,872.07",0,1000,TRUE,"2,890.49","2,890.49",DEISE,95,,,,Consultar pol?tica,REGULAR,FALSE
75133014-93SP13,SP13,75133014-93,2392,1,USD,"2,163.08",0,1000,TRUE,"2,176.86","2,176.86",DEISE,90,0,,,Consultar pol?tica,REGULAR,FALSE
62110227-525SP13,SP13,62110227-525,5575,1,USD,"4,451.94",0,1000,TRUE,"4,480.29","4,480.29",DEISE,95,0,,,Consultar pol?tica,REGULAR,FALSE
75133002-292SP13,SP13,75133002-292,2277,1,USD,"5,120.20",0,1000,TRUE,"5,317.41","5,317.41",DEISE,80,,,,Consultar pol?tica,REGULAR,FALSE
66125040-141SP13,SP13,66125040-141,5605,1,USD,"22,840.75",0.2,1000,TRUE,"22,841.01","27,409.22",DEISE,80,,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66125043-141SP13,SP13,66125043-141,5591,1,USD,"9,034.92",0.2,1000,TRUE,"9,035.19","10,842.22",DEISE,80,,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66125036-141SP13,SP13,66125036-141,5592,1,USD,"7,023.18",0.2,1000,TRUE,"6,940.92","8,329.11",DEISE,0,0,,,Consultar pol?tica,Regular,FALSE
66125039-141SP13,SP13,66125039-141,5593,1,USD,"16,497.18",0.2,1000,TRUE,"16,602.01","19,922.41",DEISE,0,0,,,Consultar pol?tica,Regular,FALSE
66125042-141SP13,SP13,66125042-141,5596,1,USD,"12,399.65",0.2,1000,TRUE,"11,859.78","14,231.74",DEISE,80,,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66125038-141SP13,SP13,66125038-141,5597,1,USD,"10,452.24",0.2,1000,TRUE,"10,452.24","12,542.69",DEISE,0,0,,,Consultar pol?tica,Regular,FALSE
66125037-141SP13,SP13,66125037-141,5599,1,USD,"25,690.19",0.2,1000,TRUE,"25,690.19","30,828.23",DEISE,0,0,,,Consultar pol?tica,Regular,FALSE
66125035-93SP13,SP13,66125035-93,5600,1,USD,"31,706.87",0.2,1000,TRUE,"31,707.14","38,048.57",DEISE,80,,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66125034-93SP13,SP13,66125034-93,5601,1,USD,"31,706.87",0.2,1000,TRUE,"31,707.14","38,048.57",DEISE,80,,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66125045-93SP13,SP13,66125045-93,5603,1,USD,"27,969.71",0.2,1000,TRUE,"27,873.80","33,448.56",DEISE,0,0,,,Consultar pol?tica,Regular,FALSE
66125044-141SP13,SP13,66125044-141,5604,1,USD,"9,088.91",0.2,1000,TRUE,"9,088.91","10,906.69",DEISE,0,0,,,Consultar pol?tica,Regular,FALSE
66125046-141SP13,SP13,66125046-141,5590,1,USD,"6,020.66",0.2,1000,TRUE,"6,020.66","7,224.79",DEISE,0,0,,,Consultar pol?tica,Regular,FALSE
66125047-141SP13,SP13,66125047-141,5598,1,USD,"18,412.87",0.2,1000,TRUE,"18,412.87","22,095.44",DEISE,0,,,,Consultar pol?tica,CONTRA PEDIDO,FALSE
66125048-141SP13,SP13,66125048-141,5594,1,USD,"11,073.05",0.2,1000,TRUE,"11,073.05","13,287.66",DEISE,0,0,,,Consultar pol?tica,Regular,FALSE
75133008-553SP13,SP13,75133008-553,165,1,USD,"3,285.08",0,1000,TRUE,"3,285.08","3,285.08",GUILHERME,15,25,0,,CONSULTAR,REGULAR,FALSE
